elect_dist,year,type,office,total_votes,carson_prop,cruz_prop,kasich_prop,trump_prop,carson_tot,cruz_tot,kasich_tot,trump_tot
62021,2016,rep primary,pres,181,0,0.06077348066298342,0.0718232044198895,0.8674033149171271,0,11,13,157
62022,2016,rep primary,pres,183,0.00546448087431694,0.07103825136612021,0.03825136612021858,0.8852459016393442,1,13,7,162
62023,2016,rep primary,pres,170,0,0.08235294117647059,0.07058823529411765,0.8470588235294118,0,14,12,144
62024,2016,rep primary,pres,92,0,0.08695652173913043,0.10869565217391304,0.8043478260869565,0,8,10,74
62025,2016,rep primary,pres,181,0,0.055248618784530384,0.06077348066298342,0.8839779005524862,0,10,11,160
62026,2016,rep primary,pres,97,0,0.09278350515463918,0.17525773195876287,0.7319587628865979,0,9,17,71
62027,2016,rep primary,pres,165,0,0.06060606060606061,0.06666666666666667,0.8727272727272727,0,10,11,144
62028,2016,rep primary,pres,154,0,0.03896103896103896,0.07792207792207792,0.8831168831168831,0,6,12,136
62029,2016,rep primary,pres,110,0.01818181818181818,0.06363636363636363,0.01818181818181818,0.9,2,7,2,99
62030,2016,rep primary,pres,199,0.005025125628140704,0.04020100502512563,0.04020100502512563,0.914572864321608,1,8,8,182
62031,2016,rep primary,pres,154,0.006493506493506494,0.07792207792207792,0.12337662337662338,0.7922077922077922,1,12,19,122
62032,2016,rep primary,pres,173,0.005780346820809248,0.05202312138728324,0.09826589595375723,0.8439306358381503,1,9,17,146
62033,2016,rep primary,pres,171,0.005847953216374269,0.04093567251461988,0.07017543859649122,0.8830409356725146,1,7,12,151
62034,2016,rep primary,pres,184,0,0.07065217391304347,0.07608695652173914,0.8532608695652174,0,13,14,157
62035,2016,rep primary,pres,211,0,0.04265402843601896,0.07109004739336493,0.8862559241706162,0,9,15,187
62036,2016,rep primary,pres,176,0,0.0625,0.13636363636363635,0.8011363636363636,0,11,24,141
62037,2016,rep primary,pres,194,0,0.05154639175257732,0.0979381443298969,0.8505154639175257,0,10,19,165
62038,2016,rep primary,pres,161,0,0.049689440993788817,0.09937888198757763,0.8509316770186336,0,8,16,137
62039,2016,rep primary,pres,203,0.009852216748768473,0.06896551724137931,0.08866995073891626,0.8325123152709359,2,14,18,169
62040,2016,rep primary,pres,149,0,0.04697986577181208,0.12080536912751678,0.8322147651006712,0,7,18,124
62041,2016,rep primary,pres,176,0,0.05113636363636364,0.056818181818181816,0.8920454545454546,0,9,10,157
62042,2016,rep primary,pres,167,0.011976047904191617,0.017964071856287425,0.023952095808383235,0.9461077844311377,2,3,4,158
62043,2016,rep primary,pres,147,0,0.05442176870748299,0.1292517006802721,0.8163265306122449,0,8,19,120
62044,2016,rep primary,pres,176,0.005681818181818182,0.07386363636363637,0.07386363636363637,0.8465909090909091,1,13,13,149
62045,2016,rep primary,pres,143,0,0.04195804195804196,0.06293706293706294,0.8951048951048951,0,6,9,128
62046,2016,rep primary,pres,157,0,0.044585987261146494,0.12101910828025478,0.8343949044585988,0,7,19,131
62047,2016,rep primary,pres,149,0,0.053691275167785234,0.06040268456375839,0.8859060402684564,0,8,9,132
62048,2016,rep primary,pres,152,0.013157894736842105,0.03289473684210526,0.05263157894736842,0.9013157894736842,2,5,8,137
62049,2016,rep primary,pres,156,0.00641025641025641,0.038461538461538464,0.057692307692307696,0.8974358974358975,1,6,9,140
62050,2016,rep primary,pres,160,0.00625,0.0375,0.15,0.80625,1,6,24,129
62051,2016,rep primary,pres,119,0.008403361344537815,0.10084033613445378,0.13445378151260504,0.7563025210084033,1,12,16,90
62052,2016,rep primary,pres,156,0,0.08974358974358974,0.0641025641025641,0.8461538461538461,0,14,10,132
62053,2016,rep primary,pres,138,0,0.050724637681159424,0.08695652173913043,0.8623188405797102,0,7,12,119
62054,2016,rep primary,pres,154,0,0.025974025974025976,0.08441558441558442,0.8896103896103896,0,4,13,137
62055,2016,rep primary,pres,144,0,0.1111111111111111,0.1527777777777778,0.7361111111111112,0,16,22,106
62056,2016,rep primary,pres,130,0,0.015384615384615385,0.14615384615384616,0.8384615384615385,0,2,19,109
62057,2016,rep primary,pres,143,0,0.04895104895104895,0.07692307692307693,0.8741258741258742,0,7,11,125
62058,2016,rep primary,pres,189,0,0.06878306878306878,0.0582010582010582,0.873015873015873,0,13,11,165
62059,2016,rep primary,pres,81,0,0.07407407407407407,0.08641975308641975,0.8395061728395061,0,6,7,68
62060,2016,rep primary,pres,77,0,0.03896103896103896,0.05194805194805195,0.9090909090909091,0,3,4,70
62061,2016,rep primary,pres,91,0,0.10989010989010989,0.0989010989010989,0.7912087912087912,0,10,9,72
62062,2016,rep primary,pres,92,0,0.043478260869565216,0.08695652173913043,0.8695652173913043,0,4,8,80
62063,2016,rep primary,pres,53,0,0.018867924528301886,0.09433962264150944,0.8867924528301887,0,1,5,47
62064,2016,rep primary,pres,66,0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,6,12,48
