elect_dist,year,type,office,total_votes,clinton_prop,johnson_prop,stein_prop,trump_prop,clinton_tot,johnson_tot,stein_tot,trump_tot
63003,2016,general,pres,445,0.49213483146067416,0,0.011235955056179775,0.4966292134831461,219,0,5,221
63004,2016,general,pres,690,0.2608695652173913,0,0.004347826086956522,0.7347826086956522,180,0,3,507
63005,2016,general,pres,685,0.28905109489051095,0,0.014598540145985401,0.6963503649635037,198,0,10,477
63006,2016,general,pres,711,0.28973277074542897,0,0.008438818565400843,0.7018284106891702,206,0,6,499
63007,2016,general,pres,746,0.43699731903485256,0,0.010723860589812333,0.5522788203753352,326,0,8,412
63008,2016,general,pres,582,0.3470790378006873,0,0.006872852233676976,0.6460481099656358,202,0,4,376
63009,2016,general,pres,55,0.23636363636363636,0,0,0.7636363636363637,13,0,0,42
63010,2016,general,pres,309,0.6504854368932039,0,0.019417475728155338,0.3300970873786408,201,0,6,102
63011,2016,general,pres,793,0.48045397225725095,0,0.005044136191677175,0.5145018915510718,381,0,4,408
63012,2016,general,pres,777,0.42985842985842987,0,0.011583011583011582,0.5585585585585585,334,0,9,434
63013,2016,general,pres,769,0.49154746423927176,0,0.018205461638491547,0.49024707412223667,378,0,14,377
63014,2016,general,pres,663,0.42684766214177977,0,0.016591251885369532,0.5565610859728507,283,0,11,369
63015,2016,general,pres,735,0.43537414965986393,0,0.009523809523809525,0.5551020408163265,320,0,7,408
63016,2016,general,pres,656,0.4649390243902439,0,0.012195121951219513,0.5228658536585366,305,0,8,343
63017,2016,general,pres,252,0.6111111111111112,0,0.007936507936507936,0.38095238095238093,154,0,2,96
63018,2016,general,pres,737,0.2781546811397558,0,0.017639077340569877,0.7042062415196744,205,0,13,519
63019,2016,general,pres,383,0.4360313315926893,0,0.010443864229765013,0.5535248041775457,167,0,4,212
63020,2016,general,pres,433,0.3394919168591224,0,0.004618937644341801,0.6558891454965358,147,0,2,284
63021,2016,general,pres,719,0.35465924895688455,0,0.006954102920723227,0.6383866481223922,255,0,5,459
63022,2016,general,pres,693,0.4155844155844156,0,0.010101010101010102,0.5743145743145743,288,0,7,398
63023,2016,general,pres,535,0.3981308411214953,0,0.007476635514018692,0.594392523364486,213,0,4,318
63024,2016,general,pres,698,0.4197707736389685,0,0.015759312320916905,0.5644699140401146,293,0,11,394
63025,2016,general,pres,574,0.3205574912891986,0,0.013937282229965157,0.6655052264808362,184,0,8,382
63026,2016,general,pres,674,0.3056379821958457,0,0.010385756676557863,0.6839762611275965,206,0,7,461
63027,2016,general,pres,616,0.3538961038961039,0,0.016233766233766232,0.6298701298701299,218,0,10,388
63028,2016,general,pres,719,0.29902642559109877,0,0.0027816411682892906,0.6981919332406119,215,0,2,502
63029,2016,general,pres,786,0.34987277353689566,0,0.010178117048346057,0.6399491094147582,275,0,8,503
63030,2016,general,pres,673,0.4576523031203566,0,0.008915304606240713,0.5334323922734027,308,0,6,359
63031,2016,general,pres,689,0.48911465892597966,0,0.0043541364296081275,0.5065312046444121,337,0,3,349
63032,2016,general,pres,790,0.4088607594936709,0,0.007594936708860759,0.5835443037974684,323,0,6,461
63033,2016,general,pres,707,0.3507779349363508,0,0.007072135785007072,0.6421499292786421,248,0,5,454
63034,2016,general,pres,473,0.34460887949260044,0,0.006342494714587738,0.6490486257928119,163,0,3,307
63035,2016,general,pres,678,0.3023598820058997,0,0.011799410029498525,0.6858407079646017,205,0,8,465
63036,2016,general,pres,709,0.41607898448519043,0,0.014104372355430184,0.5698166431593794,295,0,10,404
63037,2016,general,pres,762,0.6417322834645669,0,0.011811023622047244,0.3464566929133858,489,0,9,264
63038,2016,general,pres,757,0.6935270805812418,0,0.009247027741083224,0.29722589167767505,525,0,7,225
63039,2016,general,pres,761,0.7477003942181341,0,0.02759526938239159,0.22470433639947437,569,0,21,171
63040,2016,general,pres,457,0.8030634573304157,0,0.006564551422319475,0.19037199124726478,367,0,3,87
63041,2016,general,pres,377,0.9257294429708223,0,0.007957559681697613,0.06631299734748011,349,0,3,25
63042,2016,general,pres,542,0.9261992619926199,0,0.012915129151291513,0.06088560885608856,502,0,7,33
63043,2016,general,pres,695,0.8561151079136691,0,0.007194244604316547,0.1366906474820144,595,0,5,95
63044,2016,general,pres,372,0.8575268817204301,0,0.01881720430107527,0.12365591397849462,319,0,7,46
63045,2016,general,pres,502,0.9362549800796812,0,0.01593625498007968,0.04780876494023904,470,0,8,24
63046,2016,general,pres,337,0.34718100890207715,0,0.017804154302670624,0.6350148367952523,117,0,6,214
63047,2016,general,pres,801,0.33208489388264667,0,0.004993757802746567,0.6629213483146067,266,0,4,531
63048,2016,general,pres,691,0.30101302460202606,0,0.005788712011577424,0.6931982633863966,208,0,4,479
63049,2016,general,pres,721,0.31761442441054094,0,0.012482662968099861,0.6699029126213593,229,0,9,483
63050,2016,general,pres,774,0.42248062015503873,0,0.00904392764857881,0.5684754521963824,327,0,7,440
63051,2016,general,pres,590,0.3610169491525424,0,0.003389830508474576,0.635593220338983,213,0,2,375
63052,2016,general,pres,505,0.3504950495049505,0,0.02178217821782178,0.6277227722772277,177,0,11,317
63053,2016,general,pres,620,0.4774193548387097,0,0.0032258064516129032,0.5193548387096775,296,0,2,322
63054,2016,general,pres,761,0.5151116951379764,0,0.010512483574244415,0.4743758212877792,392,0,8,361
63055,2016,general,pres,597,0.48576214405360135,0,0.011725293132328308,0.5025125628140703,290,0,7,300
63056,2016,general,pres,659,0.5796661608497724,0,0,0.4203338391502276,382,0,0,277
63057,2016,general,pres,739,0.36265223274695535,0,0.006765899864682003,0.6305818673883626,268,0,5,466
63058,2016,general,pres,796,0.3806532663316583,0,0.007537688442211055,0.6118090452261307,303,0,6,487
63059,2016,general,pres,761,0.3692509855453351,0,0.003942181340341655,0.6268068331143233,281,0,3,477
63060,2016,general,pres,727,0.4470426409903714,0,0.011004126547455296,0.5419532324621733,325,0,8,394
63061,2016,general,pres,614,0.4755700325732899,0,0.02280130293159609,0.501628664495114,292,0,14,308
63062,2016,general,pres,423,0.35224586288416077,0,0.004728132387706856,0.6430260047281324,149,0,2,272
63063,2016,general,pres,711,0.350210970464135,0,0.009845288326300985,0.639943741209564,249,0,7,455
63064,2016,general,pres,799,0.32665832290362956,0,0.0037546933667083854,0.6695869837296621,261,0,3,535
63065,2016,general,pres,662,0.38972809667673713,0,0.0075528700906344415,0.6027190332326284,258,0,5,399
63066,2016,general,pres,623,0.3579454253611557,0,0.014446227929373997,0.6276083467094703,223,0,9,391
63067,2016,general,pres,550,0.34545454545454546,0,0.012727272727272728,0.6418181818181818,190,0,7,353
63068,2016,general,pres,741,0.6585695006747638,0,0.004048582995951417,0.33738191632928477,488,0,3,250
63069,2016,general,pres,508,0.47834645669291337,0,0.00984251968503937,0.5118110236220472,243,0,5,260
63070,2016,general,pres,387,0.4263565891472868,0,0.012919896640826873,0.5607235142118863,165,0,5,217
63071,2016,general,pres,419,0.8329355608591885,0,0.026252983293556086,0.14081145584725538,349,0,11,59
63072,2016,general,pres,617,0.40842787682333875,0,0.009724473257698542,0.5818476499189628,252,0,6,359
63073,2016,general,pres,644,0.4440993788819876,0,0.015527950310559006,0.5403726708074534,286,0,10,348
63074,2016,general,pres,325,0.4676923076923077,0,0.018461538461538463,0.5138461538461538,152,0,6,167
63075,2016,general,pres,401,0.7780548628428927,0,0.0199501246882793,0.20199501246882792,312,0,8,81
63076,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
63081,2016,general,pres,539,0.4137291280148423,0,0.011131725417439703,0.575139146567718,223,0,6,310
64001,2016,general,pres,754,0.26657824933687,0,0.011936339522546418,0.7214854111405835,201,0,9,544
64002,2016,general,pres,788,0.2131979695431472,0,0.008883248730964468,0.7779187817258884,168,0,7,613
64003,2016,general,pres,755,0.22649006622516557,0,0.005298013245033113,0.7682119205298014,171,0,4,580
64004,2016,general,pres,748,0.24331550802139038,0,0.009358288770053475,0.7473262032085561,182,0,7,559
64005,2016,general,pres,806,0.27543424317617865,0,0.007444168734491315,0.71712158808933,222,0,6,578
64006,2016,general,pres,765,0.2849673202614379,0,0.01045751633986928,0.7045751633986929,218,0,8,539
64007,2016,general,pres,798,0.21679197994987467,0,0.005012531328320802,0.7781954887218046,173,0,4,621
64008,2016,general,pres,780,0.26282051282051283,0,0.0038461538461538464,0.7333333333333333,205,0,3,572
64009,2016,general,pres,779,0.25673940949935814,0,0.008985879332477536,0.7342747111681643,200,0,7,572
64010,2016,general,pres,791,0.23388116308470291,0,0.007585335018963337,0.7585335018963337,185,0,6,600
64011,2016,general,pres,240,0.24583333333333332,0,0.008333333333333333,0.7458333333333333,59,0,2,179
64012,2016,general,pres,529,0.23629489603024575,0,0.003780718336483932,0.7599243856332704,125,0,2,402
64013,2016,general,pres,255,0.3215686274509804,0,0.011764705882352941,0.6666666666666666,82,0,3,170
64014,2016,general,pres,789,0.2902408111533587,0,0.008871989860583017,0.7008871989860583,229,0,7,553
64015,2016,general,pres,740,0.22837837837837838,0,0.006756756756756757,0.7648648648648648,169,0,5,566
64016,2016,general,pres,804,0.24502487562189054,0,0.012437810945273632,0.7425373134328358,197,0,10,597
64017,2016,general,pres,805,0.2894409937888199,0,0.008695652173913044,0.7018633540372671,233,0,7,565
64018,2016,general,pres,705,0.32907801418439714,0,0.01702127659574468,0.6539007092198581,232,0,12,461
64019,2016,general,pres,524,0.6049618320610687,0,0.011450381679389313,0.383587786259542,317,0,6,201
64020,2016,general,pres,727,0.33975240715268223,0,0.008253094910591471,0.6519944979367263,247,0,6,474
64021,2016,general,pres,580,0.3137931034482759,0,0.013793103448275862,0.6724137931034483,182,0,8,390
64022,2016,general,pres,770,0.33116883116883117,0,0.00909090909090909,0.6597402597402597,255,0,7,508
64023,2016,general,pres,730,0.3506849315068493,0,0.012328767123287671,0.636986301369863,256,0,9,465
64024,2016,general,pres,632,0.33069620253164556,0,0.00949367088607595,0.6598101265822784,209,0,6,417
64025,2016,general,pres,659,0.3550834597875569,0,0.010622154779969651,0.6342943854324734,234,0,7,418
64026,2016,general,pres,726,0.32920110192837465,0,0.0013774104683195593,0.6694214876033058,239,0,1,486
64027,2016,general,pres,642,0.3395638629283489,0,0.014018691588785047,0.6464174454828661,218,0,9,415
64028,2016,general,pres,532,0.2781954887218045,0,0.02631578947368421,0.6954887218045113,148,0,14,370
64029,2016,general,pres,729,0.33058984910836764,0,0.012345679012345678,0.6570644718792867,241,0,9,479
64030,2016,general,pres,574,0.3344947735191638,0,0.0017421602787456446,0.6637630662020906,192,0,1,381
64031,2016,general,pres,678,0.36283185840707965,0,0.0058997050147492625,0.6312684365781711,246,0,4,428
64032,2016,general,pres,742,0.39892183288409705,0,0.013477088948787063,0.5876010781671159,296,0,10,436
64033,2016,general,pres,666,0.3108108108108108,0,0.012012012012012012,0.6771771771771772,207,0,8,451
64034,2016,general,pres,639,0.35837245696400627,0,0.010954616588419406,0.6306729264475743,229,0,7,403
64035,2016,general,pres,731,0.3091655266757866,0,0.004103967168262654,0.6867305061559508,226,0,3,502
64036,2016,general,pres,669,0.40956651718983555,0,0.01195814648729447,0.57847533632287,274,0,8,387
64037,2016,general,pres,515,0.3825242718446602,0,0.011650485436893204,0.6058252427184466,197,0,6,312
64038,2016,general,pres,479,0.49478079331941544,0,0.012526096033402923,0.49269311064718163,237,0,6,236
64039,2016,general,pres,719,0.3477051460361613,0,0.015299026425591099,0.6369958275382476,250,0,11,458
64040,2016,general,pres,618,0.6132686084142395,0,0.014563106796116505,0.37216828478964403,379,0,9,230
64041,2016,general,pres,711,0.3558368495077356,0,0.012658227848101266,0.6315049226441631,253,0,9,449
64042,2016,general,pres,655,0.4534351145038168,0,0.013740458015267175,0.5328244274809161,297,0,9,349
64043,2016,general,pres,595,0.4672268907563025,0,0.008403361344537815,0.5243697478991597,278,0,5,312
64044,2016,general,pres,698,0.41260744985673353,0,0.01862464183381089,0.5687679083094556,288,0,13,397
64045,2016,general,pres,376,0.4521276595744681,0,0.007978723404255319,0.5398936170212766,170,0,3,203
64046,2016,general,pres,475,0.45052631578947366,0,0.01263157894736842,0.5368421052631579,214,0,6,255
64047,2016,general,pres,592,0.4831081081081081,0,0.02195945945945946,0.49493243243243246,286,0,13,293
64048,2016,general,pres,346,0.22254335260115607,0,0.008670520231213872,0.7687861271676301,77,0,3,266
64049,2016,general,pres,564,0.49645390070921985,0,0.014184397163120567,0.48936170212765956,280,0,8,276
64050,2016,general,pres,701,0.550641940085592,0,0.018544935805991442,0.43081312410841655,386,0,13,302
64051,2016,general,pres,678,0.5811209439528023,0,0.014749262536873156,0.40412979351032446,394,0,10,274
64052,2016,general,pres,685,0.46277372262773725,0,0.004379562043795621,0.5328467153284672,317,0,3,365
64053,2016,general,pres,590,0.4830508474576271,0,0.020338983050847456,0.4966101694915254,285,0,12,293
64056,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
64062,2016,general,pres,271,0.28413284132841327,0,0.0036900369003690036,0.7121771217712177,77,0,1,193
64075,2016,general,pres,763,0.6369593709043251,0,0.011795543905635648,0.35124508519003933,486,0,9,268
64076,2016,general,pres,745,0.6469798657718121,0,0.024161073825503355,0.3288590604026846,482,0,18,245
64077,2016,general,pres,717,0.5871687587168759,0,0.03486750348675035,0.37796373779637377,421,0,25,271
64078,2016,general,pres,848,0.6367924528301887,0,0.02240566037735849,0.3408018867924528,540,0,19,289
64079,2016,general,pres,640,0.690625,0,0.0203125,0.2890625,442,0,13,185
64080,2016,general,pres,622,0.7218649517684887,0,0.03215434083601286,0.2459807073954984,449,0,20,153
64081,2016,general,pres,303,0.6798679867986799,0,0.026402640264026403,0.29372937293729373,206,0,8,89
64083,2016,general,pres,488,0.6413934426229508,0,0.020491803278688523,0.33811475409836067,313,0,10,165
64084,2016,general,pres,602,0.6013289036544851,0,0.024916943521594685,0.37375415282392027,362,0,15,225
64085,2016,general,pres,510,0.6254901960784314,0,0.01568627450980392,0.3588235294117647,319,0,8,183
64086,2016,general,pres,597,0.6666666666666666,0,0.02680067001675042,0.3065326633165829,398,0,16,183
64087,2016,general,pres,496,0.6169354838709677,0,0.012096774193548387,0.3709677419354839,306,0,6,184
64088,2016,general,pres,658,0.6519756838905775,0,0.025835866261398176,0.3221884498480243,429,0,17,212
64089,2016,general,pres,565,0.4088495575221239,0,0.012389380530973451,0.5787610619469027,231,0,7,327
64090,2016,general,pres,670,0.5955223880597015,0,0.019402985074626865,0.3850746268656716,399,0,13,258
64091,2016,general,pres,389,0.4241645244215938,0,0,0.5758354755784062,165,0,0,224
64092,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
64093,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
64098,2016,general,pres,437,0.6521739130434783,0,0.02517162471395881,0.32265446224256294,285,0,11,141
