elect_dist,year,type,office,total_votes,clinton_prop,johnson_prop,stein_prop,trump_prop,clinton_tot,johnson_tot,stein_tot,trump_tot
61016,2016,general,pres,476,0.8991596638655462,0,0.0063025210084033615,0.09453781512605042,428,0,3,45
61017,2016,general,pres,619,0.8546042003231018,0,0.0210016155088853,0.12439418416801293,529,0,13,77
61018,2016,general,pres,737,0.728629579375848,0,0.017639077340569877,0.2537313432835821,537,0,13,187
61019,2016,general,pres,725,0.6579310344827586,0,0.02482758620689655,0.31724137931034485,477,0,18,230
61020,2016,general,pres,713,0.5890603085553997,0,0.011220196353436185,0.3997194950911641,420,0,8,285
61021,2016,general,pres,652,0.8450920245398773,0,0.012269938650306749,0.14263803680981596,551,0,8,93
61022,2016,general,pres,698,0.7951289398280802,0,0.014326647564469915,0.19054441260744986,555,0,10,133
61023,2016,general,pres,719,0.6689847009735744,0,0.01808066759388039,0.3129346314325452,481,0,13,225
61024,2016,general,pres,726,0.4559228650137741,0,0.008264462809917356,0.5358126721763086,331,0,6,389
61025,2016,general,pres,739,0.6468200270635994,0,0.018944519621109608,0.3342354533152909,478,0,14,247
61026,2016,general,pres,666,0.7747747747747747,0,0.018018018018018018,0.2072072072072072,516,0,12,138
61027,2016,general,pres,702,0.7564102564102564,0,0.009971509971509971,0.2336182336182336,531,0,7,164
61028,2016,general,pres,685,0.6686131386861314,0,0.020437956204379562,0.310948905109489,458,0,14,213
61029,2016,general,pres,540,0.5203703703703704,0,0.016666666666666666,0.46296296296296297,281,0,9,250
61030,2016,general,pres,769,0.6801040312093628,0,0.013003901170351105,0.3068920676202861,523,0,10,236
61031,2016,general,pres,592,0.7550675675675675,0,0.010135135135135136,0.23479729729729729,447,0,6,139
61032,2016,general,pres,519,0.7726396917148363,0,0.005780346820809248,0.22157996146435452,401,0,3,115
61033,2016,general,pres,410,0.8292682926829268,0,0.012195121951219513,0.15853658536585366,340,0,5,65
61034,2016,general,pres,716,0.3226256983240223,0,0.006983240223463687,0.6703910614525139,231,0,5,480
61035,2016,general,pres,552,0.2608695652173913,0,0.009057971014492754,0.730072463768116,144,0,5,403
61036,2016,general,pres,384,0.3515625,0,0.015625,0.6328125,135,0,6,243
61037,2016,general,pres,614,0.5944625407166124,0,0.017915309446254073,0.38762214983713356,365,0,11,238
61038,2016,general,pres,745,0.4791946308724832,0,0.009395973154362415,0.5114093959731544,357,0,7,381
61039,2016,general,pres,793,0.4703656998738966,0,0.015132408575031526,0.5145018915510718,373,0,12,408
61040,2016,general,pres,840,0.4154761904761905,0,0.009523809523809525,0.575,349,0,8,483
61041,2016,general,pres,757,0.35931307793923384,0,0.01453104359313078,0.6261558784676354,272,0,11,474
61042,2016,general,pres,863,0.40092699884125144,0,0.008111239860950173,0.5909617612977984,346,0,7,510
61043,2016,general,pres,721,0.40360610263522884,0,0.012482662968099861,0.5839112343966713,291,0,9,421
61044,2016,general,pres,513,0.40350877192982454,0,0.007797270955165692,0.5886939571150097,207,0,4,302
61045,2016,general,pres,577,0.3240901213171577,0,0.010398613518197574,0.6655112651646448,187,0,6,384
61046,2016,general,pres,756,0.3637566137566138,0,0.009259259259259259,0.626984126984127,275,0,7,474
61047,2016,general,pres,520,0.3384615384615385,0,0.015384615384615385,0.6461538461538462,176,0,8,336
61048,2016,general,pres,563,0.2895204262877442,0,0.010657193605683837,0.6998223801065719,163,0,6,394
61049,2016,general,pres,693,0.7691197691197691,0,0.03318903318903319,0.1976911976911977,533,0,23,137
61050,2016,general,pres,629,0.8187599364069952,0,0.014308426073131956,0.1669316375198728,515,0,9,105
61051,2016,general,pres,645,0.7286821705426356,0,0.021705426356589147,0.2496124031007752,470,0,14,161
61052,2016,general,pres,396,0.5404040404040404,0,0.012626262626262626,0.44696969696969696,214,0,5,177
61053,2016,general,pres,687,0.9519650655021834,0,0.00727802037845706,0.040756914119359534,654,0,5,28
61054,2016,general,pres,520,0.7596153846153846,0,0.025,0.2153846153846154,395,0,13,112
61055,2016,general,pres,554,0.9169675090252708,0,0.01444043321299639,0.06859205776173286,508,0,8,38
61056,2016,general,pres,555,0.8468468468468469,0,0.018018018018018018,0.13513513513513514,470,0,10,75
61057,2016,general,pres,771,0.7029831387808041,0,0.019455252918287938,0.2775616083009079,542,0,15,214
61058,2016,general,pres,789,0.9695817490494296,0,0.0038022813688212928,0.026615969581749048,765,0,3,21
61059,2016,general,pres,786,0.8804071246819338,0,0.01653944020356234,0.10305343511450382,692,0,13,81
61060,2016,general,pres,609,0.729064039408867,0,0.011494252873563218,0.2594417077175698,444,0,7,158
61061,2016,general,pres,548,0.9653284671532847,0,0.0018248175182481751,0.032846715328467155,529,0,1,18
61062,2016,general,pres,467,0.42184154175588867,0,0.006423982869379015,0.5717344753747323,197,0,3,267
61063,2016,general,pres,226,0.5,0,0.022123893805309734,0.4778761061946903,113,0,5,108
61064,2016,general,pres,217,0.815668202764977,0,0.004608294930875576,0.17972350230414746,177,0,1,39
61065,2016,general,pres,510,0.8254901960784313,0,0.025490196078431372,0.14901960784313725,421,0,13,76
61066,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
61067,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
61068,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
61069,2016,general,pres,463,0.8012958963282938,0,0.004319654427645789,0.19438444924406048,371,0,2,90
61070,2016,general,pres,496,0.9233870967741935,0,0.016129032258064516,0.06048387096774194,458,0,8,30
62001,2016,general,pres,841,0.16171224732461356,0,0.007134363852556481,0.83115338882283,136,0,6,699
62002,2016,general,pres,830,0.1819277108433735,0,0.004819277108433735,0.8132530120481928,151,0,4,675
62003,2016,general,pres,765,0.18169934640522875,0,0.006535947712418301,0.8117647058823529,139,0,5,621
62004,2016,general,pres,784,0.2372448979591837,0,0.01020408163265306,0.7525510204081632,186,0,8,590
62005,2016,general,pres,796,0.135678391959799,0,0.0037688442211055275,0.8605527638190955,108,0,3,685
62006,2016,general,pres,755,0.24900662251655628,0,0.010596026490066225,0.7403973509933774,188,0,8,559
62007,2016,general,pres,650,0.21846153846153846,0,0.010769230769230769,0.7707692307692308,142,0,7,501
62008,2016,general,pres,865,0.22196531791907514,0,0.008092485549132947,0.7699421965317919,192,0,7,666
62009,2016,general,pres,359,0.24512534818941503,0,0.011142061281337047,0.7437325905292479,88,0,4,267
62010,2016,general,pres,475,0.2294736842105263,0,0.002105263157894737,0.7684210526315789,109,0,1,365
62011,2016,general,pres,824,0.19053398058252427,0,0.0036407766990291263,0.8058252427184466,157,0,3,664
62012,2016,general,pres,864,0.22685185185185186,0,0.009259259259259259,0.7638888888888888,196,0,8,660
62013,2016,general,pres,951,0.24290220820189273,0,0.012618296529968454,0.7444794952681388,231,0,12,708
62014,2016,general,pres,865,0.26936416184971096,0,0.011560693641618497,0.7190751445086705,233,0,10,622
62015,2016,general,pres,841,0.26397146254458975,0,0.007134363852556481,0.7288941736028538,222,0,6,613
62016,2016,general,pres,780,0.31153846153846154,0,0.005128205128205128,0.6833333333333333,243,0,4,533
62017,2016,general,pres,798,0.19799498746867167,0,0.005012531328320802,0.7969924812030075,158,0,4,636
62018,2016,general,pres,845,0.20473372781065088,0,0.009467455621301775,0.7857988165680473,173,0,8,664
62019,2016,general,pres,814,0.19533169533169534,0,0.011056511056511056,0.7936117936117936,159,0,9,646
62020,2016,general,pres,784,0.22066326530612246,0,0.002551020408163265,0.7767857142857143,173,0,2,609
62021,2016,general,pres,694,0.17723342939481268,0,0.005763688760806916,0.8170028818443804,123,0,4,567
62022,2016,general,pres,802,0.18453865336658354,0,0.006234413965087282,0.8092269326683291,148,0,5,649
62023,2016,general,pres,807,0.19578686493184635,0,0.0037174721189591076,0.8004956629491945,158,0,3,646
62024,2016,general,pres,697,0.27546628407460544,0,0.00430416068866571,0.7202295552367288,192,0,3,502
62025,2016,general,pres,808,0.19801980198019803,0,0.0037128712871287127,0.7982673267326733,160,0,3,645
62026,2016,general,pres,765,0.37777777777777777,0,0.01045751633986928,0.611764705882353,289,0,8,468
62027,2016,general,pres,838,0.24463007159904535,0,0.0011933174224343676,0.7541766109785203,205,0,1,632
62028,2016,general,pres,773,0.23803363518758086,0,0.00129366106080207,0.7606727037516171,184,0,1,588
62029,2016,general,pres,662,0.22205438066465258,0,0.0075528700906344415,0.770392749244713,147,0,5,510
62030,2016,general,pres,779,0.196405648267009,0,0.006418485237483954,0.7971758664955071,153,0,5,621
62031,2016,general,pres,735,0.254421768707483,0,0.00816326530612245,0.7374149659863946,187,0,6,542
62032,2016,general,pres,797,0.1794228356336261,0,0.0037641154328732747,0.8168130489335006,143,0,3,651
62033,2016,general,pres,781,0.21895006402048656,0,0.006402048655569782,0.7746478873239436,171,0,5,605
62034,2016,general,pres,814,0.22113022113022113,0,0.004914004914004914,0.773955773955774,180,0,4,630
62035,2016,general,pres,755,0.20794701986754968,0,0.0026490066225165563,0.7894039735099337,157,0,2,596
62036,2016,general,pres,785,0.24331210191082803,0,0.007643312101910828,0.7490445859872611,191,0,6,588
62037,2016,general,pres,836,0.21052631578947367,0,0.0035885167464114833,0.7858851674641149,176,0,3,657
62038,2016,general,pres,779,0.2490372272143774,0,0.0038510911424903724,0.7471116816431322,194,0,3,582
62039,2016,general,pres,772,0.21502590673575128,0,0.006476683937823834,0.7784974093264249,166,0,5,601
62040,2016,general,pres,769,0.21586475942782835,0,0.0039011703511053317,0.7802340702210663,166,0,3,600
62041,2016,general,pres,777,0.22265122265122264,0,0.007722007722007722,0.7696267696267697,173,0,6,598
62042,2016,general,pres,869,0.2600690448791715,0,0.0023014959723820483,0.7376294591484465,226,0,2,641
62043,2016,general,pres,739,0.2313937753721245,0,0.0027063599458728013,0.7658998646820027,171,0,2,566
62044,2016,general,pres,833,0.24849939975990396,0,0.009603841536614645,0.7418967587034814,207,0,8,618
62045,2016,general,pres,697,0.20516499282639886,0,0.00430416068866571,0.7905308464849354,143,0,3,551
62046,2016,general,pres,756,0.23941798941798942,0,0.0026455026455026454,0.7579365079365079,181,0,2,573
62047,2016,general,pres,791,0.2402022756005057,0,0.006321112515802781,0.7534766118836915,190,0,5,596
62048,2016,general,pres,734,0.2670299727520436,0,0.004087193460490463,0.728882833787466,196,0,3,535
62049,2016,general,pres,739,0.26522327469553453,0,0.005412719891745603,0.7293640054127198,196,0,4,539
62050,2016,general,pres,720,0.2111111111111111,0,0.004166666666666667,0.7847222222222222,152,0,3,565
62051,2016,general,pres,747,0.3092369477911647,0,0.013386880856760375,0.677376171352075,231,0,10,506
62052,2016,general,pres,744,0.24596774193548387,0,0.006720430107526882,0.7473118279569892,183,0,5,556
62053,2016,general,pres,820,0.2524390243902439,0,0.007317073170731708,0.7402439024390244,207,0,6,607
62054,2016,general,pres,733,0.286493860845839,0,0.004092769440654843,0.7094133697135061,210,0,3,520
62055,2016,general,pres,725,0.26482758620689656,0,0.005517241379310344,0.7296551724137931,192,0,4,529
62056,2016,general,pres,788,0.2868020304568528,0,0.02030456852791878,0.6928934010152284,226,0,16,546
62057,2016,general,pres,711,0.22081575246132207,0,0.007032348804500703,0.7721518987341772,157,0,5,549
62058,2016,general,pres,796,0.23492462311557788,0,0.00628140703517588,0.7587939698492462,187,0,5,604
62059,2016,general,pres,502,0.2848605577689243,0,0.0099601593625498,0.7051792828685259,143,0,5,354
62060,2016,general,pres,459,0.2047930283224401,0,0.006535947712418301,0.7886710239651417,94,0,3,362
62061,2016,general,pres,534,0.33707865168539325,0,0.0056179775280898875,0.6573033707865169,180,0,3,351
62062,2016,general,pres,484,0.27479338842975204,0,0.012396694214876033,0.7128099173553719,133,0,6,345
62063,2016,general,pres,384,0.3385416666666667,0,0.010416666666666666,0.6510416666666666,130,0,4,250
62064,2016,general,pres,399,0.2807017543859649,0,0.012531328320802004,0.706766917293233,112,0,5,282
62065,2016,general,pres,827,0.21039903264812576,0,0.006045949214026602,0.7835550181378477,174,0,5,648
62066,2016,general,pres,759,0.23715415019762845,0,0.003952569169960474,0.758893280632411,180,0,3,576
62067,2016,general,pres,759,0.2924901185770751,0,0.00922266139657444,0.6982872200263505,222,0,7,530
62068,2016,general,pres,752,0.3337765957446808,0,0.005319148936170213,0.660904255319149,251,0,4,497
62069,2016,general,pres,562,0.29359430604982206,0,0.017793594306049824,0.6886120996441281,165,0,10,387
62070,2016,general,pres,354,0.2853107344632768,0,0.011299435028248588,0.7033898305084746,101,0,4,249
62071,2016,general,pres,753,0.2815405046480744,0,0.017264276228419653,0.701195219123506,212,0,13,528
62072,2016,general,pres,587,0.27597955706984667,0,0.0034071550255536627,0.7206132879045997,162,0,2,423
62073,2016,general,pres,808,0.2784653465346535,0,0.0037128712871287127,0.7178217821782178,225,0,3,580
62074,2016,general,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
62076,2016,general,pres,418,0.15789473684210525,0,0,0.8421052631578947,66,0,0,352
63001,2016,general,pres,763,0.3840104849279161,0,0.005242463958060288,0.6107470511140236,293,0,4,466
63002,2016,general,pres,589,0.4617996604414261,0,0.02037351443123939,0.5178268251273345,272,0,12,305
