elect_dist,year,type,office,total_votes,clinton_prop,sanders_prop,clinton_tot,sanders_tot
64027,2016,dem primary,pres,98,0.3979591836734694,0.6020408163265306,39,59
64028,2016,dem primary,pres,62,0.22580645161290322,0.7741935483870968,14,48
64029,2016,dem primary,pres,99,0.45454545454545453,0.5454545454545454,45,54
64030,2016,dem primary,pres,73,0.5068493150684932,0.4931506849315068,37,36
64031,2016,dem primary,pres,88,0.5227272727272727,0.4772727272727273,46,42
64032,2016,dem primary,pres,116,0.5172413793103449,0.4827586206896552,60,56
64033,2016,dem primary,pres,73,0.4383561643835616,0.5616438356164384,32,41
64034,2016,dem primary,pres,103,0.49514563106796117,0.5048543689320388,51,52
64035,2016,dem primary,pres,92,0.532608695652174,0.4673913043478261,49,43
64036,2016,dem primary,pres,130,0.46923076923076923,0.5307692307692308,61,69
64037,2016,dem primary,pres,90,0.5444444444444444,0.45555555555555555,49,41
64038,2016,dem primary,pres,81,0.5061728395061729,0.49382716049382713,41,40
64039,2016,dem primary,pres,106,0.49056603773584906,0.5094339622641509,52,54
64040,2016,dem primary,pres,139,0.5467625899280576,0.45323741007194246,76,63
64041,2016,dem primary,pres,94,0.43617021276595747,0.5638297872340425,41,53
64042,2016,dem primary,pres,136,0.49264705882352944,0.5073529411764706,67,69
64043,2016,dem primary,pres,96,0.5520833333333334,0.4479166666666667,53,43
64044,2016,dem primary,pres,112,0.5535714285714286,0.44642857142857145,62,50
64045,2016,dem primary,pres,70,0.42857142857142855,0.5714285714285714,30,40
64046,2016,dem primary,pres,96,0.53125,0.46875,51,45
64047,2016,dem primary,pres,106,0.44339622641509435,0.5566037735849056,47,59
64048,2016,dem primary,pres,46,0.391304347826087,0.6086956521739131,18,28
64049,2016,dem primary,pres,153,0.6078431372549019,0.39215686274509803,93,60
64050,2016,dem primary,pres,179,0.4748603351955307,0.5251396648044693,85,94
64051,2016,dem primary,pres,143,0.46153846153846156,0.5384615384615384,66,77
64052,2016,dem primary,pres,123,0.4715447154471545,0.5284552845528455,58,65
64053,2016,dem primary,pres,123,0.43902439024390244,0.5609756097560976,54,69
64056,2016,dem primary,pres,0,NaN,NaN,0,0
64062,2016,dem primary,pres,38,0.5,0.5,19,19
64075,2016,dem primary,pres,218,0.44954128440366975,0.5504587155963303,98,120
64076,2016,dem primary,pres,215,0.4744186046511628,0.5255813953488372,102,113
64077,2016,dem primary,pres,211,0.4312796208530806,0.5687203791469194,91,120
64078,2016,dem primary,pres,272,0.49264705882352944,0.5073529411764706,134,138
64079,2016,dem primary,pres,209,0.45454545454545453,0.5454545454545454,95,114
64080,2016,dem primary,pres,208,0.40865384615384615,0.5913461538461539,85,123
64081,2016,dem primary,pres,106,0.44339622641509435,0.5566037735849056,47,59
64083,2016,dem primary,pres,139,0.4460431654676259,0.5539568345323741,62,77
64084,2016,dem primary,pres,184,0.5108695652173914,0.4891304347826087,94,90
64085,2016,dem primary,pres,185,0.43243243243243246,0.5675675675675675,80,105
64086,2016,dem primary,pres,164,0.5121951219512195,0.4878048780487805,84,80
64087,2016,dem primary,pres,146,0.410958904109589,0.589041095890411,60,86
64088,2016,dem primary,pres,191,0.45549738219895286,0.5445026178010471,87,104
64089,2016,dem primary,pres,131,0.5877862595419847,0.4122137404580153,77,54
64090,2016,dem primary,pres,214,0.4205607476635514,0.5794392523364486,90,124
64091,2016,dem primary,pres,62,0.5806451612903226,0.41935483870967744,36,26
64092,2016,dem primary,pres,0,NaN,NaN,0,0
64098,2016,dem primary,pres,125,0.304,0.696,38,87
