elect_dist,year,type,office,total_votes,donovan_prop,gentile_prop,lane_prop,donovan_tot,gentile_tot,lane_tot
61001,2015,special,cong,169,0.15976331360946747,0.7633136094674556,0.07692307692307693,27,129,13
61002,2015,special,cong,158,0.0379746835443038,0.9240506329113924,0.0379746835443038,6,146,6
61003,2015,special,cong,242,0.19421487603305784,0.7355371900826446,0.07024793388429752,47,178,17
61004,2015,special,cong,342,0.2222222222222222,0.7192982456140351,0.05847953216374269,76,246,20
61006,2015,special,cong,120,0.4083333333333333,0.55,0.041666666666666664,49,66,5
61007,2015,special,cong,165,0.030303030303030304,0.8181818181818182,0.15151515151515152,5,135,25
61008,2015,special,cong,167,0.07784431137724551,0.8802395209580839,0.041916167664670656,13,147,7
61009,2015,special,cong,341,0.2668621700879765,0.7126099706744868,0.020527859237536656,91,243,7
61010,2015,special,cong,195,0.24615384615384617,0.7282051282051282,0.02564102564102564,48,142,5
61012,2015,special,cong,262,0.549618320610687,0.4389312977099237,0.011450381679389313,144,115,3
61013,2015,special,cong,178,0.2247191011235955,0.7471910112359551,0.028089887640449437,40,133,5
61014,2015,special,cong,172,0.4883720930232558,0.4883720930232558,0.023255813953488372,84,84,4
61015,2015,special,cong,183,0.366120218579235,0.6174863387978142,0.01639344262295082,67,113,3
61016,2015,special,cong,103,0.02912621359223301,0.9611650485436893,0.009708737864077669,3,99,1
61017,2015,special,cong,112,0.15178571428571427,0.8035714285714286,0.044642857142857144,17,90,5
61018,2015,special,cong,139,0.31654676258992803,0.6762589928057554,0.007194244604316547,44,94,1
61019,2015,special,cong,120,0.4583333333333333,0.49166666666666664,0.05,55,59,6
61020,2015,special,cong,135,0.43703703703703706,0.5407407407407407,0.022222222222222223,59,73,3
61021,2015,special,cong,150,0.17333333333333334,0.8133333333333334,0.013333333333333334,26,122,2
61022,2015,special,cong,139,0.2158273381294964,0.7410071942446043,0.04316546762589928,30,103,6
61023,2015,special,cong,98,0.4387755102040816,0.5408163265306123,0.02040816326530612,43,53,2
61024,2015,special,cong,144,0.6597222222222222,0.3125,0.027777777777777776,95,45,4
61025,2015,special,cong,123,0.3821138211382114,0.5853658536585366,0.032520325203252036,47,72,4
61026,2015,special,cong,154,0.14935064935064934,0.8376623376623377,0.012987012987012988,23,129,2
61027,2015,special,cong,106,0.2830188679245283,0.6886792452830188,0.02830188679245283,30,73,3
61028,2015,special,cong,162,0.4074074074074074,0.5802469135802469,0.012345679012345678,66,94,2
61030,2015,special,cong,107,0.411214953271028,0.5794392523364486,0.009345794392523364,44,62,1
61031,2015,special,cong,163,0.2085889570552147,0.7730061349693251,0.018404907975460124,34,126,3
61034,2015,special,cong,160,0.75,0.23125,0.01875,120,37,3
61035,2015,special,cong,267,0.7790262172284644,0.21348314606741572,0.00749063670411985,208,57,2
61037,2015,special,cong,163,0.4785276073619632,0.50920245398773,0.012269938650306749,78,83,2
61038,2015,special,cong,317,0.6246056782334385,0.3501577287066246,0.025236593059936908,198,111,8
61039,2015,special,cong,216,0.5879629629629629,0.3888888888888889,0.023148148148148147,127,84,5
61040,2015,special,cong,281,0.6476868327402135,0.34519572953736655,0.0071174377224199285,182,97,2
61041,2015,special,cong,194,0.7680412371134021,0.2268041237113402,0.005154639175257732,149,44,1
61042,2015,special,cong,246,0.6991869918699187,0.2967479674796748,0.0040650406504065045,172,73,1
61043,2015,special,cong,209,0.7129186602870813,0.2727272727272727,0.014354066985645933,149,57,3
61044,2015,special,cong,268,0.7574626865671642,0.23880597014925373,0.0037313432835820895,203,64,1
61046,2015,special,cong,165,0.7151515151515152,0.2787878787878788,0.006060606060606061,118,46,1
61047,2015,special,cong,223,0.8340807174887892,0.15695067264573992,0.008968609865470852,186,35,2
61049,2015,special,cong,197,0.25380710659898476,0.7309644670050761,0.015228426395939087,50,144,3
61050,2015,special,cong,259,0.22393822393822393,0.7413127413127413,0.03474903474903475,58,192,9
61051,2015,special,cong,237,0.4008438818565401,0.569620253164557,0.029535864978902954,95,135,7
61053,2015,special,cong,163,0.05521472392638037,0.9263803680981595,0.018404907975460124,9,151,3
61054,2015,special,cong,145,0.2206896551724138,0.7103448275862069,0.06896551724137931,32,103,10
61055,2015,special,cong,124,0.12096774193548387,0.8629032258064516,0.016129032258064516,15,107,2
61056,2015,special,cong,126,0.12698412698412698,0.8253968253968254,0.047619047619047616,16,104,6
61057,2015,special,cong,229,0.3537117903930131,0.6375545851528385,0.008733624454148471,81,146,2
61058,2015,special,cong,151,0.019867549668874173,0.9668874172185431,0.013245033112582781,3,146,2
61059,2015,special,cong,109,0.027522935779816515,0.963302752293578,0.009174311926605505,3,105,1
61060,2015,special,cong,97,0.32989690721649484,0.6494845360824743,0.020618556701030927,32,63,2
61061,2015,special,cong,151,0.033112582781456956,0.9470198675496688,0.019867549668874173,5,143,3
61063,2015,special,cong,103,0.34951456310679613,0.6407766990291263,0.009708737864077669,36,66,1
61064,2015,special,cong,98,0.29591836734693877,0.6938775510204082,0.01020408163265306,29,68,1
61066,2015,special,cong,0,NaN,NaN,NaN,0,0,0
62001,2015,special,cong,146,0.8698630136986302,0.1232876712328767,0.00684931506849315,127,18,1
62002,2015,special,cong,301,0.8903654485049833,0.10963455149501661,0,268,33,0
62003,2015,special,cong,130,0.8615384615384616,0.13076923076923078,0.007692307692307693,112,17,1
62005,2015,special,cong,182,0.9120879120879121,0.08791208791208792,0,166,16,0
62006,2015,special,cong,140,0.7285714285714285,0.25,0.02142857142857143,102,35,3
62007,2015,special,cong,131,0.8091603053435115,0.183206106870229,0.007633587786259542,106,24,1
62008,2015,special,cong,139,0.8273381294964028,0.16546762589928057,0.007194244604316547,115,23,1
62009,2015,special,cong,110,0.7818181818181819,0.21818181818181817,0,86,24,0
62011,2015,special,cong,124,0.9112903225806451,0.08064516129032258,0.008064516129032258,113,10,1
62012,2015,special,cong,63,0.8253968253968254,0.1746031746031746,0,52,11,0
62013,2015,special,cong,86,0.7325581395348837,0.2441860465116279,0.023255813953488372,63,21,2
62014,2015,special,cong,61,0.9016393442622951,0.09836065573770492,0,55,6,0
62015,2015,special,cong,70,0.7,0.2571428571428571,0.04285714285714286,49,18,3
62016,2015,special,cong,90,0.7555555555555555,0.24444444444444444,0,68,22,0
62017,2015,special,cong,83,0.8072289156626506,0.18072289156626506,0.012048192771084338,67,15,1
62018,2015,special,cong,86,0.8372093023255814,0.1511627906976744,0.011627906976744186,72,13,1
62019,2015,special,cong,113,0.8672566371681416,0.12389380530973451,0.008849557522123894,98,14,1
62020,2015,special,cong,112,0.8482142857142857,0.15178571428571427,0,95,17,0
62022,2015,special,cong,105,0.8857142857142857,0.11428571428571428,0,93,12,0
62023,2015,special,cong,241,0.8962655601659751,0.0954356846473029,0.008298755186721992,216,23,2
62024,2015,special,cong,70,0.7285714285714285,0.2714285714285714,0,51,19,0
62025,2015,special,cong,111,0.8738738738738738,0.12612612612612611,0,97,14,0
62026,2015,special,cong,110,0.7,0.2909090909090909,0.00909090909090909,77,32,1
62027,2015,special,cong,112,0.7589285714285714,0.24107142857142858,0,85,27,0
62028,2015,special,cong,102,0.8137254901960784,0.18627450980392157,0,83,19,0
62029,2015,special,cong,68,0.8676470588235294,0.1323529411764706,0,59,9,0
62030,2015,special,cong,145,0.8620689655172413,0.12413793103448276,0.013793103448275862,125,18,2
62031,2015,special,cong,146,0.8082191780821918,0.18493150684931506,0.00684931506849315,118,27,1
62032,2015,special,cong,124,0.8951612903225806,0.10483870967741936,0,111,13,0
62033,2015,special,cong,153,0.8758169934640523,0.12418300653594772,0,134,19,0
62034,2015,special,cong,125,0.92,0.08,0,115,10,0
62035,2015,special,cong,138,0.9347826086956522,0.057971014492753624,0.007246376811594203,129,8,1
62036,2015,special,cong,163,0.8159509202453987,0.17791411042944785,0.006134969325153374,133,29,1
62037,2015,special,cong,185,0.8972972972972973,0.0972972972972973,0.005405405405405406,166,18,1
62038,2015,special,cong,173,0.7687861271676301,0.21965317919075145,0.011560693641618497,133,38,2
62039,2015,special,cong,197,0.883248730964467,0.1116751269035533,0.005076142131979695,174,22,1
62040,2015,special,cong,134,0.7910447761194029,0.208955223880597,0,106,28,0
62041,2015,special,cong,118,0.8135593220338984,0.17796610169491525,0.00847457627118644,96,21,1
62042,2015,special,cong,126,0.8412698412698413,0.15873015873015872,0,106,20,0
62043,2015,special,cong,127,0.8503937007874016,0.14173228346456693,0.007874015748031496,108,18,1
62044,2015,special,cong,130,0.823076923076923,0.17692307692307693,0,107,23,0
62045,2015,special,cong,165,0.793939393939394,0.2,0.006060606060606061,131,33,1
62046,2015,special,cong,152,0.8355263157894737,0.16447368421052633,0,127,25,0
62047,2015,special,cong,107,0.822429906542056,0.17757009345794392,0,88,19,0
62048,2015,special,cong,98,0.8979591836734694,0.10204081632653061,0,88,10,0
62049,2015,special,cong,125,0.808,0.184,0.008,101,23,1
62051,2015,special,cong,103,0.8058252427184466,0.18446601941747573,0.009708737864077669,83,19,1
62052,2015,special,cong,133,0.849624060150376,0.12781954887218044,0.022556390977443608,113,17,3
62053,2015,special,cong,124,0.75,0.23387096774193547,0.016129032258064516,93,29,2
62054,2015,special,cong,125,0.856,0.136,0.008,107,17,1
62055,2015,special,cong,300,0.8833333333333333,0.10333333333333333,0.013333333333333334,265,31,4
62056,2015,special,cong,206,0.8203883495145631,0.16990291262135923,0.009708737864077669,169,35,2
62057,2015,special,cong,107,0.9065420560747663,0.09345794392523364,0,97,10,0
62058,2015,special,cong,141,0.8936170212765957,0.09219858156028368,0.014184397163120567,126,13,2
62061,2015,special,cong,152,0.75,0.24342105263157895,0.006578947368421052,114,37,1
62064,2015,special,cong,196,0.75,0.25,0,147,49,0
62065,2015,special,cong,210,0.8476190476190476,0.1523809523809524,0,178,32,0
62066,2015,special,cong,206,0.8009708737864077,0.1796116504854369,0.019417475728155338,165,37,4
62067,2015,special,cong,156,0.7628205128205128,0.23076923076923078,0.00641025641025641,119,36,1
62068,2015,special,cong,141,0.8226950354609929,0.1773049645390071,0,116,25,0
62070,2015,special,cong,165,0.6909090909090909,0.30303030303030304,0.006060606060606061,114,50,1
62071,2015,special,cong,307,0.8143322475570033,0.18241042345276873,0.003257328990228013,250,56,1
62072,2015,special,cong,354,0.8587570621468926,0.14124293785310735,0,304,50,0
62073,2015,special,cong,301,0.6910299003322259,0.30564784053156147,0.0033222591362126247,208,92,1
63001,2015,special,cong,130,0.7,0.2846153846153846,0.015384615384615385,91,37,2
63002,2015,special,cong,156,0.5,0.4935897435897436,0.00641025641025641,78,77,1
63004,2015,special,cong,68,0.75,0.25,0,51,17,0
63005,2015,special,cong,92,0.6956521739130435,0.29347826086956524,0.010869565217391304,64,27,1
63006,2015,special,cong,80,0.775,0.2,0.025,62,16,2
63007,2015,special,cong,53,0.49056603773584906,0.49056603773584906,0.018867924528301886,26,26,1
63010,2015,special,cong,282,0.6843971631205674,0.3049645390070922,0.010638297872340425,193,86,3
63011,2015,special,cong,121,0.6033057851239669,0.39669421487603307,0,73,48,0
63012,2015,special,cong,136,0.6544117647058824,0.3382352941176471,0.007352941176470588,89,46,1
63013,2015,special,cong,89,0.48314606741573035,0.5056179775280899,0.011235955056179775,43,45,1
63014,2015,special,cong,81,0.5802469135802469,0.3950617283950617,0.024691358024691357,47,32,2
63015,2015,special,cong,85,0.7411764705882353,0.25882352941176473,0,63,22,0
63016,2015,special,cong,128,0.5703125,0.40625,0.0234375,73,52,3
63017,2015,special,cong,127,0.6929133858267716,0.28346456692913385,0.023622047244094488,88,36,3
63018,2015,special,cong,169,0.6804733727810651,0.30177514792899407,0.01775147928994083,115,51,3
63021,2015,special,cong,78,0.8461538461538461,0.15384615384615385,0,66,12,0
63022,2015,special,cong,93,0.7849462365591398,0.20430107526881722,0.010752688172043012,73,19,1
63023,2015,special,cong,118,0.6779661016949152,0.3220338983050847,0,80,38,0
63024,2015,special,cong,106,0.7075471698113207,0.2830188679245283,0.009433962264150943,75,30,1
63025,2015,special,cong,130,0.823076923076923,0.17692307692307693,0,107,23,0
63026,2015,special,cong,196,0.7857142857142857,0.20408163265306123,0.01020408163265306,154,40,2
63027,2015,special,cong,79,0.7468354430379747,0.25316455696202533,0,59,20,0
63028,2015,special,cong,106,0.8301886792452831,0.16981132075471697,0,88,18,0
63029,2015,special,cong,113,0.6814159292035398,0.30973451327433627,0.008849557522123894,77,35,1
63030,2015,special,cong,85,0.7058823529411765,0.29411764705882354,0,60,25,0
63031,2015,special,cong,96,0.6354166666666666,0.3645833333333333,0,61,35,0
63032,2015,special,cong,124,0.7258064516129032,0.2661290322580645,0.008064516129032258,90,33,1
63033,2015,special,cong,161,0.7577639751552795,0.2360248447204969,0.006211180124223602,122,38,1
63035,2015,special,cong,326,0.7177914110429447,0.2791411042944785,0.003067484662576687,234,91,1
63037,2015,special,cong,75,0.4266666666666667,0.5733333333333334,0,32,43,0
63038,2015,special,cong,123,0.3333333333333333,0.6585365853658537,0.008130081300813009,41,81,1
63039,2015,special,cong,103,0.3300970873786408,0.6310679611650486,0.038834951456310676,34,65,4
63042,2015,special,cong,82,0.012195121951219513,0.9146341463414634,0.07317073170731707,1,75,6
63043,2015,special,cong,93,0.11827956989247312,0.8602150537634409,0.021505376344086023,11,80,2
63045,2015,special,cong,162,0.08024691358024691,0.9012345679012346,0.018518518518518517,13,146,3
63046,2015,special,cong,222,0.7387387387387387,0.25675675675675674,0.0045045045045045045,164,57,1
63047,2015,special,cong,177,0.6779661016949152,0.3050847457627119,0.01694915254237288,120,54,3
63049,2015,special,cong,311,0.7877813504823151,0.2090032154340836,0.003215434083601286,245,65,1
63050,2015,special,cong,138,0.6739130434782609,0.3188405797101449,0.007246376811594203,93,44,1
63052,2015,special,cong,165,0.8,0.2,0,132,33,0
63054,2015,special,cong,166,0.5903614457831325,0.3855421686746988,0.024096385542168676,98,64,4
63055,2015,special,cong,158,0.6708860759493671,0.31645569620253167,0.012658227848101266,106,50,2
63056,2015,special,cong,92,0.5978260869565217,0.391304347826087,0.010869565217391304,55,36,1
63057,2015,special,cong,193,0.8134715025906736,0.18652849740932642,0,157,36,0
63058,2015,special,cong,167,0.7724550898203593,0.2275449101796407,0,129,38,0
63059,2015,special,cong,228,0.7017543859649122,0.29385964912280704,0.0043859649122807015,160,67,1
63060,2015,special,cong,161,0.6894409937888198,0.2919254658385093,0.018633540372670808,111,47,3
63062,2015,special,cong,351,0.6467236467236467,0.33903133903133903,0.014245014245014245,227,119,5
63064,2015,special,cong,354,0.7570621468926554,0.22598870056497175,0.01694915254237288,268,80,6
63067,2015,special,cong,338,0.7869822485207101,0.20118343195266272,0.011834319526627219,266,68,4
63068,2015,special,cong,103,0.5048543689320388,0.47572815533980584,0.019417475728155338,52,49,2
63071,2015,special,cong,96,0.23958333333333334,0.7604166666666666,0,23,73,0
63075,2015,special,cong,80,0.2875,0.7125,0,23,57,0
64001,2015,special,cong,107,0.822429906542056,0.16822429906542055,0.009345794392523364,88,18,1
64002,2015,special,cong,169,0.8284023668639053,0.16568047337278108,0.005917159763313609,140,28,1
64003,2015,special,cong,198,0.8888888888888888,0.10101010101010101,0.010101010101010102,176,20,2
64004,2015,special,cong,130,0.8,0.2,0,104,26,0
64005,2015,special,cong,169,0.7928994082840237,0.20710059171597633,0,134,35,0
64006,2015,special,cong,144,0.8194444444444444,0.16666666666666666,0.013888888888888888,118,24,2
64007,2015,special,cong,170,0.8529411764705882,0.14705882352941177,0,145,25,0
64008,2015,special,cong,135,0.7555555555555555,0.23703703703703705,0.007407407407407408,102,32,1
64009,2015,special,cong,136,0.7867647058823529,0.19852941176470587,0.014705882352941176,107,27,2
64010,2015,special,cong,159,0.8364779874213837,0.16352201257861634,0,133,26,0
64011,2015,special,cong,183,0.8087431693989071,0.1912568306010929,0,148,35,0
64014,2015,special,cong,144,0.7986111111111112,0.19444444444444445,0.006944444444444444,115,28,1
64015,2015,special,cong,291,0.8694158075601375,0.12714776632302405,0.003436426116838488,253,37,1
64016,2015,special,cong,192,0.8125,0.171875,0.015625,156,33,3
64017,2015,special,cong,200,0.785,0.21,0.005,157,42,1
64018,2015,special,cong,131,0.7251908396946565,0.2595419847328244,0.015267175572519083,95,34,2
64019,2015,special,cong,109,0.6513761467889908,0.3486238532110092,0,71,38,0
64020,2015,special,cong,107,0.7289719626168224,0.2616822429906542,0.009345794392523364,78,28,1
64021,2015,special,cong,104,0.7307692307692307,0.25,0.019230769230769232,76,26,2
64022,2015,special,cong,179,0.7597765363128491,0.21787709497206703,0.0223463687150838,136,39,4
64023,2015,special,cong,192,0.8385416666666666,0.16145833333333334,0,161,31,0
64024,2015,special,cong,139,0.7985611510791367,0.2014388489208633,0,111,28,0
64025,2015,special,cong,101,0.801980198019802,0.16831683168316833,0.0297029702970297,81,17,3
64026,2015,special,cong,179,0.7430167597765364,0.24581005586592178,0.0111731843575419,133,44,2
64027,2015,special,cong,84,0.7619047619047619,0.2261904761904762,0.011904761904761904,64,19,1
64028,2015,special,cong,154,0.8116883116883117,0.15584415584415584,0.032467532467532464,125,24,5
64029,2015,special,cong,122,0.8360655737704918,0.1557377049180328,0.00819672131147541,102,19,1
64031,2015,special,cong,98,0.7653061224489796,0.22448979591836735,0.01020408163265306,75,22,1
64032,2015,special,cong,144,0.8263888888888888,0.1736111111111111,0,119,25,0
64033,2015,special,cong,109,0.7614678899082569,0.22018348623853212,0.01834862385321101,83,24,2
64035,2015,special,cong,219,0.7488584474885844,0.2511415525114155,0,164,55,0
64036,2015,special,cong,220,0.6272727272727273,0.36818181818181817,0.004545454545454545,138,81,1
64039,2015,special,cong,228,0.6885964912280702,0.30701754385964913,0.0043859649122807015,157,70,1
64040,2015,special,cong,66,0.36363636363636365,0.6363636363636364,0,24,42,0
64041,2015,special,cong,75,0.6,0.4,0,45,30,0
64042,2015,special,cong,95,0.47368421052631576,0.5052631578947369,0.021052631578947368,45,48,2
64043,2015,special,cong,112,0.6428571428571429,0.3482142857142857,0.008928571428571428,72,39,1
64044,2015,special,cong,84,0.5833333333333334,0.4166666666666667,0,49,35,0
64047,2015,special,cong,174,0.6954022988505747,0.2988505747126437,0.005747126436781609,121,52,1
64049,2015,special,cong,200,0.58,0.395,0.025,116,79,5
64050,2015,special,cong,163,0.6809815950920245,0.3128834355828221,0.006134969325153374,111,51,1
64051,2015,special,cong,88,0.5909090909090909,0.4090909090909091,0,52,36,0
64052,2015,special,cong,128,0.609375,0.3828125,0.0078125,78,49,1
64075,2015,special,cong,140,0.37142857142857144,0.6142857142857143,0.014285714285714285,52,86,2
64076,2015,special,cong,123,0.3089430894308943,0.6829268292682927,0.008130081300813009,38,84,1
64077,2015,special,cong,167,0.30538922155688625,0.6826347305389222,0.011976047904191617,51,114,2
64078,2015,special,cong,162,0.29012345679012347,0.691358024691358,0.018518518518518517,47,112,3
64079,2015,special,cong,200,0.34,0.645,0.015,68,129,3
64080,2015,special,cong,136,0.20588235294117646,0.7647058823529411,0.029411764705882353,28,104,4
64083,2015,special,cong,144,0.20833333333333334,0.75,0.041666666666666664,30,108,6
64084,2015,special,cong,154,0.3181818181818182,0.6558441558441559,0.025974025974025976,49,101,4
64085,2015,special,cong,167,0.23952095808383234,0.7425149700598802,0.017964071856287425,40,124,3
64086,2015,special,cong,148,0.24324324324324326,0.7567567567567568,0,36,112,0
64088,2015,special,cong,130,0.33076923076923076,0.6230769230769231,0.046153846153846156,43,81,6
64089,2015,special,cong,225,0.5244444444444445,0.47555555555555556,0,118,107,0
64090,2015,special,cong,179,0.3743016759776536,0.6089385474860335,0.01675977653631285,67,109,3
