elect_dist,total_votes_12_adj,obama_tot_adj,romney_tot_adj,obama_prop_adj,romney_prop_adj
64039,570,252,310,0.4421052631578947,0.543859649122807
64040,579,417,159,0.7202072538860104,0.27461139896373055
64041,542,267,271,0.492619926199262,0.5
64042,498,288,198,0.5783132530120482,0.39759036144578314
64043,458,253,201,0.5524017467248908,0.4388646288209607
64044,557,295,256,0.5296229802513465,0.45960502692998206
64045,379,200,172,0.5277044854881267,0.45382585751978893
64046,460,260,193,0.5652173913043478,0.41956521739130437
64047,525,287,230,0.5466666666666666,0.4380952380952381
64048,266,80,182,0.3007518796992481,0.6842105263157895
64049,522,308,205,0.5900383141762452,0.39272030651340994
64050,635,378,248,0.5952755905511811,0.3905511811023622
64051,593,398,184,0.6711635750421585,0.3102866779089376
64052,589,306,281,0.5195246179966044,0.4770797962648557
64053,516,294,216,0.5697674418604651,0.4186046511627907
64062,274,158,112,0.5766423357664233,0.40875912408759124
64075,715,447,259,0.6251748251748251,0.3622377622377622
64076,671,433,222,0.6453055141579732,0.33084947839046197
64077,675,409,248,0.605925925925926,0.3674074074074074
64078,758,502,244,0.662269129287599,0.32189973614775724
64079,557,396,153,0.7109515260323159,0.2746858168761221
64080,513,364,130,0.7095516569200779,0.253411306042885
64081,266,190,70,0.7142857142857143,0.2631578947368421
64083,501,347,147,0.6926147704590818,0.2934131736526946
64084,507,299,201,0.5897435897435898,0.39644970414201186
64085,491,308,171,0.6272912423625254,0.34826883910386963
64086,586,404,169,0.689419795221843,0.2883959044368601
64087,462,290,161,0.6277056277056277,0.3484848484848485
64088,603,356,235,0.5903814262023217,0.38971807628524047
64089,577,215,353,0.37261698440207974,0.6117850953206239
64090,615,351,254,0.5707317073170731,0.41300813008130083
64091,310,103,202,0.33225806451612905,0.6516129032258065
64098,321,220,95,0.6853582554517134,0.29595015576323985
