ED_61001,1157.0
ED_61002,656.0
ED_61003,1227.0
ED_61004,1210.0
ED_61005,962.0
ED_61006,1203.0
ED_61007,1173.0
ED_61008,1177.0
ED_61009,1049.0
ED_61010,1151.0
ED_61011,832.0
ED_61012,1166.0
ED_61013,860.0
ED_61014,1010.0
ED_61015,1205.0
ED_61016,869.0
ED_61017,1215.0
ED_61018,1350.0
ED_61019,1199.0
ED_61020,1203.0
ED_61021,1263.0
ED_61022,1253.0
ED_61023,1246.0
ED_61024,1233.0
ED_61025,1254.0
ED_61026,1215.0
ED_61027,1239.0
ED_61028,1154.0
ED_61029,855.0
ED_61030,1243.0
ED_61031,984.0
ED_61032,948.0
ED_61033,711.0
ED_61034,1104.0
ED_61035,835.0
ED_61036,597.0
ED_61037,1154.0
ED_61038,1148.0
ED_61039,1135.0
ED_61040,1190.0
ED_61041,1076.0
ED_61042,1176.0
ED_61043,1083.0
ED_61044,814.0
ED_61045,822.0
ED_61046,1173.0
ED_61047,764.0
ED_61048,800.0
ED_61049,1223.0
ED_61050,1148.0
ED_61051,1065.0
ED_61052,589.0
ED_61053,1324.0
ED_61054,1119.0
ED_61055,985.0
ED_61056,1033.0
ED_61057,1301.0
ED_61058,1473.0
ED_61059,1287.0
ED_61060,1213.0
ED_61061,980.0
ED_61062,746.0
ED_61063,384.0
ED_61064,309.0
ED_61065,923.0
ED_61069,802.0
ED_61070,1122.0
ED_62001,1259.0
ED_62002,1187.0
ED_62003,1151.0
ED_62004,1198.0
ED_62005,1176.0
ED_62006,1159.0
ED_62007,986.0
ED_62008,1320.0
ED_62009,519.0
ED_62010,721.0
ED_62011,1255.0
ED_62012,1355.0
ED_62013,1471.0
ED_62014,1340.0
ED_62015,1310.0
ED_62016,1218.0
ED_62017,1236.0
ED_62018,1246.0
ED_62019,1182.0
ED_62020,1179.0
ED_62021,1012.0
ED_62022,1216.0
ED_62023,1141.0
ED_62024,1179.0
ED_62025,1206.0
ED_62026,1187.0
ED_62027,1226.0
ED_62028,1176.0
ED_62029,1079.0
ED_62030,1187.0
ED_62031,1170.0
ED_62032,1178.0
ED_62033,1202.0
