ED_41080,128.0
ED_45007,70.0
ED_45008,683.0
ED_45009,901.0
ED_45010,394.0
ED_45011,840.0
ED_45013,917.0
ED_45014,1035.0
ED_45015,231.0
ED_45016,1043.0
ED_45017,598.0
ED_45019,718.0
ED_45020,558.0
ED_45021,735.0
ED_45022,811.0
ED_45023,915.0
ED_45026,693.0
ED_45027,770.0
ED_45028,544.0
ED_45029,470.0
ED_45030,963.0
ED_45031,807.0
ED_45032,619.0
ED_45033,681.0
ED_45034,985.0
ED_45035,551.0
ED_45036,487.0
ED_45037,661.0
ED_45038,486.0
ED_45040,788.0
ED_45041,266.0
ED_45042,675.0
ED_45043,835.0
ED_45044,354.0
ED_45045,826.0
ED_45046,1276.0
ED_45047,110.0
ED_45048,1101.0
ED_45055,51.0
ED_45057,805.0
ED_45071,525.0
ED_46031,918.0
ED_46034,491.0
ED_46035,428.0
ED_46036,955.0
ED_46037,7.0
ED_46038,1101.0
ED_46039,1034.0
ED_46040,303.0
ED_46041,969.0
ED_46042,515.0
ED_46047,953.0
ED_46048,933.0
ED_46049,895.0
ED_46050,1030.0
ED_46051,936.0
ED_46052,1029.0
ED_46053,934.0
ED_46054,835.0
ED_46055,1009.0
ED_46056,906.0
ED_46057,919.0
ED_46058,887.0
ED_46059,965.0
ED_46060,1131.0
ED_46061,916.0
ED_46062,1140.0
ED_46063,695.0
ED_46064,1031.0
ED_46065,986.0
ED_46066,654.0
ED_46067,1042.0
ED_46068,900.0
ED_46069,828.0
ED_46070,825.0
ED_46071,902.0
ED_46072,1066.0
ED_46074,111.0
ED_46076,1.0
ED_46078,632.0
ED_46079,795.0
ED_47001,956.0
ED_47002,1037.0
ED_47005,740.0
ED_47006,848.0
ED_47007,769.0
ED_47008,683.0
ED_47009,993.0
ED_47011,708.0
ED_47012,831.0
ED_47013,842.0
ED_47014,809.0
ED_47015,943.0
ED_47016,729.0
ED_47017,596.0
ED_47018,963.0
ED_47019,194.0
ED_47032,201.0
ED_47038,207.0
ED_47041,743.0
ED_47048,695.0
ED_47049,742.0
ED_47053,679.0
ED_47054,619.0
ED_47055,844.0
ED_47056,521.0
ED_47057,655.0
ED_47058,434.0
ED_47059,680.0
ED_47060,327.0
ED_47061,703.0
ED_47062,863.0
ED_47063,904.0
ED_47064,814.0
ED_47065,744.0
ED_47066,358.0
ED_47067,425.0
ED_47068,187.0
ED_49036,287.0
ED_49044,316.0
ED_49045,270.0
ED_49047,755.0
ED_49048,986.0
ED_49049,881.0
ED_49050,1009.0
ED_49051,751.0
ED_49052,1066.0
ED_49053,906.0
ED_49054,591.0
ED_49063,516.0
ED_51059,1018.0
ED_64075,1105.0
ED_64076,1088.0
ED_64077,1038.0
ED_64078,1070.0
ED_64079,923.0
ED_64080,903.0
ED_64081,439.0
ED_64083,723.0
ED_64084,873.0
ED_64085,772.0
ED_64086,1714.0
ED_64087,744.0
ED_64088,954.0
ED_64089,868.0
ED_64090,903.0
ED_64091,451.0
ED_64098,742.0
