ElectionID,OfficeCode,BoroughCode,PoliticalDistrict,AD,ED,ElectionName,OfficeTitle,BoroName,EDused,NumofCandidates,VoteforNum,DistFormatted,PubCounter,AbsenteeMil,Federal,Emergency,Affidavit,TotForOffice,Scattered,Unrecorded,PartyName1,CandName1,CandVotes1,PartyName2,CandName2,CandVotes2,PartyName3,CandName3,CandVotes3,PartyName4,CandName4,CandVotes4,PartyName5,CandName5,CandVotes5,ADED,PluralCong12,PluralCongVotes,GrimmTot,MurphyTot
2012G,20,5,11,61,042,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    42nd,740,43,3,0,15,774,1,27,Democratic,Mark S. Murphy,307,Republican,Michael G. Grimm,377,Conservative,Michael G. Grimm,58,Working Families,Mark S. Murphy,19,Green,Henry J. Bardel,12,61042,2,435,435,326
2012G,20,5,11,61,043,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    43rd,659,21,4,0,25,692,1,17,Democratic,Mark S. Murphy,251,Republican,Michael G. Grimm,339,Conservative,Michael G. Grimm,72,Working Families,Mark S. Murphy,18,Green,Henry J. Bardel,11,61043,2,411,411,269
2012G,20,5,11,61,044,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    44th,612,51,1,0,47,682,0,29,Democratic,Mark S. Murphy,266,Republican,Michael G. Grimm,329,Conservative,Michael G. Grimm,60,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,7,61044,2,389,389,286
2012G,20,5,11,61,045,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    45th,571,29,0,0,39,614,0,25,Democratic,Mark S. Murphy,239,Republican,Michael G. Grimm,304,Conservative,Michael G. Grimm,55,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,3,61045,2,359,359,252
2012G,20,5,11,61,046,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    46th,611,38,1,0,31,658,1,23,Democratic,Mark S. Murphy,228,Republican,Michael G. Grimm,354,Conservative,Michael G. Grimm,57,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,6,61046,2,411,411,240
2012G,20,5,11,61,047,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    47th,433,19,0,0,17,452,0,17,Democratic,Mark S. Murphy,127,Republican,Michael G. Grimm,262,Conservative,Michael G. Grimm,43,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,8,61047,2,305,305,139
2012G,20,5,11,61,048,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    48th,433,15,0,0,16,442,0,22,Democratic,Mark S. Murphy,118,Republican,Michael G. Grimm,258,Conservative,Michael G. Grimm,49,Working Families,Mark S. Murphy,10,Green,Henry J. Bardel,7,61048,2,307,307,128
2012G,20,5,11,61,049,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    49th,636,31,7,0,76,702,1,48,Democratic,Mark S. Murphy,513,Republican,Michael G. Grimm,132,Conservative,Michael G. Grimm,17,Working Families,Mark S. Murphy,32,Green,Henry J. Bardel,7,61049,1,545,149,545
2012G,20,5,11,61,050,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    50th,581,33,1,0,97,657,2,55,Democratic,Mark S. Murphy,514,Republican,Michael G. Grimm,89,Conservative,Michael G. Grimm,25,Working Families,Mark S. Murphy,19,Green,Henry J. Bardel,8,61050,1,533,114,533
2012G,20,5,11,61,051,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    51st,515,37,8,0,112,619,0,53,Democratic,Mark S. Murphy,424,Republican,Michael G. Grimm,139,Conservative,Michael G. Grimm,19,Working Families,Mark S. Murphy,24,Green,Henry J. Bardel,13,61051,1,448,158,448
2012G,20,5,11,61,052,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    52nd,589,23,4,0,106,675,1,47,Democratic,Mark S. Murphy,454,Republican,Michael G. Grimm,174,Conservative,Michael G. Grimm,12,Working Families,Mark S. Murphy,22,Green,Henry J. Bardel,12,61052,1,476,186,476
2012G,20,5,11,61,053,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    53rd,634,16,1,0,117,736,0,32,Democratic,Mark S. Murphy,701,Republican,Michael G. Grimm,20,Conservative,Michael G. Grimm,4,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,2,61053,1,710,24,710
2012G,20,5,11,61,054,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    54th,344,123,0,0,74,495,1,46,Democratic,Mark S. Murphy,357,Republican,Michael G. Grimm,98,Conservative,Michael G. Grimm,11,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,8,61054,1,377,109,377
2012G,20,5,11,61,055,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    55th,592,14,4,0,76,636,1,50,Democratic,Mark S. Murphy,518,Republican,Michael G. Grimm,84,Conservative,Michael G. Grimm,9,Working Families,Mark S. Murphy,19,Green,Henry J. Bardel,5,61055,1,537,93,537
2012G,20,5,11,61,056,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    56th,610,37,3,0,86,678,0,58,Democratic,Mark S. Murphy,571,Republican,Michael G. Grimm,74,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,26,Green,Henry J. Bardel,4,61056,1,597,77,597
2012G,20,5,11,61,057,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    57th,560,33,3,0,74,642,0,28,Democratic,Mark S. Murphy,429,Republican,Michael G. Grimm,174,Conservative,Michael G. Grimm,20,Working Families,Mark S. Murphy,15,Green,Henry J. Bardel,4,61057,1,444,194,444
2012G,20,5,11,61,058,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    58th,619,28,6,0,78,680,0,51,Democratic,Mark S. Murphy,643,Republican,Michael G. Grimm,24,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,1,61058,1,652,27,652
2012G,20,5,11,61,059,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    59th,658,21,4,0,60,687,1,56,Democratic,Mark S. Murphy,627,Republican,Michael G. Grimm,34,Conservative,Michael G. Grimm,6,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,6,61059,1,640,40,640
2012G,20,5,11,61,060,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    60th,460,21,3,0,51,499,0,36,Democratic,Mark S. Murphy,367,Republican,Michael G. Grimm,96,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,5,61060,1,383,111,383
2012G,20,5,11,61,061,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    61st,597,26,0,0,55,629,0,49,Democratic,Mark S. Murphy,612,Republican,Michael G. Grimm,10,Conservative,Michael G. Grimm,2,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,0,61061,1,617,12,617
2012G,20,5,11,61,062,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    62nd,0,0,0,0,0,0,0,0,Democratic,Mark S. Murphy,0,Republican,Michael G. Grimm,0,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,0,61062,0,0,0,0
2012G,20,5,11,61,063,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    63rd,0,0,0,0,0,0,0,0,Democratic,Mark S. Murphy,0,Republican,Michael G. Grimm,0,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,0,61063,0,0,0,0
2012G,20,5,11,61,064,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    64th,0,0,0,0,0,0,0,0,Democratic,Mark S. Murphy,0,Republican,Michael G. Grimm,0,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,0,61064,0,0,0,0
2012G,20,5,11,61,065,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    65th,0,0,0,0,0,0,0,0,Democratic,Mark S. Murphy,0,Republican,Michael G. Grimm,0,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,0,61065,0,0,0,0
2012G,20,5,11,62,001,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     1st,620,26,3,0,59,660,0,48,Democratic,Mark S. Murphy,163,Republican,Michael G. Grimm,437,Conservative,Michael G. Grimm,40,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,6,62001,2,477,477,177
2012G,20,5,11,62,002,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     2nd,642,27,3,0,40,680,0,32,Democratic,Mark S. Murphy,135,Republican,Michael G. Grimm,464,Conservative,Michael G. Grimm,64,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,6,62002,2,528,528,146
2012G,20,5,11,62,003,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     3rd,591,17,0,0,51,634,0,25,Democratic,Mark S. Murphy,123,Republican,Michael G. Grimm,451,Conservative,Michael G. Grimm,46,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,5,62003,2,497,497,132
2012G,20,5,11,62,004,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     4th,482,18,0,0,27,498,0,29,Democratic,Mark S. Murphy,137,Republican,Michael G. Grimm,311,Conservative,Michael G. Grimm,34,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,3,62004,2,345,345,150
2012G,20,5,11,62,005,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     5th,667,24,0,0,30,691,1,30,Democratic,Mark S. Murphy,145,Republican,Michael G. Grimm,474,Conservative,Michael G. Grimm,54,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,6,62005,2,528,528,156
2012G,20,5,11,62,006,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     6th,634,26,1,0,44,672,0,33,Democratic,Mark S. Murphy,168,Republican,Michael G. Grimm,408,Conservative,Michael G. Grimm,72,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,4,62006,2,480,480,188
2012G,20,5,11,62,007,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     7th,644,29,1,0,51,686,0,39,Democratic,Mark S. Murphy,168,Republican,Michael G. Grimm,426,Conservative,Michael G. Grimm,70,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,6,62007,2,496,496,184
2012G,20,5,11,62,008,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     8th,631,30,1,0,47,678,0,31,Democratic,Mark S. Murphy,171,Republican,Michael G. Grimm,422,Conservative,Michael G. Grimm,62,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,7,62008,2,484,484,187
2012G,20,5,11,62,009,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     9th,274,10,1,0,26,305,0,6,Democratic,Mark S. Murphy,80,Republican,Michael G. Grimm,195,Conservative,Michael G. Grimm,22,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,1,62009,2,217,217,87
2012G,20,5,11,62,010,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    10th,318,24,0,0,21,348,0,15,Democratic,Mark S. Murphy,77,Republican,Michael G. Grimm,221,Conservative,Michael G. Grimm,36,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,3,62010,2,257,257,88
2012G,20,5,11,62,011,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    11th,637,24,5,0,32,658,0,40,Democratic,Mark S. Murphy,128,Republican,Michael G. Grimm,441,Conservative,Michael G. Grimm,70,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,5,62011,2,511,511,142
2012G,20,5,11,62,012,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    12th,575,14,1,0,48,613,1,25,Democratic,Mark S. Murphy,169,Republican,Michael G. Grimm,397,Conservative,Michael G. Grimm,35,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,2,62012,2,432,432,178
2012G,20,5,11,62,013,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    13th,604,15,1,0,36,626,1,30,Democratic,Mark S. Murphy,184,Republican,Michael G. Grimm,385,Conservative,Michael G. Grimm,33,Working Families,Mark S. Murphy,15,Green,Henry J. Bardel,8,62013,2,418,418,199
2012G,20,5,11,62,014,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    14th,541,14,1,0,39,567,1,28,Democratic,Mark S. Murphy,177,Republican,Michael G. Grimm,349,Conservative,Michael G. Grimm,33,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,2,62014,2,382,382,182
2012G,20,5,11,62,015,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    15th,605,8,0,0,39,626,1,26,Democratic,Mark S. Murphy,196,Republican,Michael G. Grimm,362,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,17,Green,Henry J. Bardel,3,62015,2,409,409,213
2012G,20,5,11,62,016,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    16th,567,23,2,0,23,592,0,23,Democratic,Mark S. Murphy,223,Republican,Michael G. Grimm,317,Conservative,Michael G. Grimm,33,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,7,62016,2,350,350,235
2012G,20,5,11,62,017,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    17th,577,23,1,0,46,611,1,36,Democratic,Mark S. Murphy,161,Republican,Michael G. Grimm,409,Conservative,Michael G. Grimm,32,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,3,62017,2,441,441,166
2012G,20,5,11,62,018,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    18th,602,16,0,0,43,630,0,31,Democratic,Mark S. Murphy,176,Republican,Michael G. Grimm,399,Conservative,Michael G. Grimm,43,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,3,62018,2,442,442,185
2012G,20,5,11,62,019,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    19th,637,37,2,0,25,669,0,32,Democratic,Mark S. Murphy,153,Republican,Michael G. Grimm,446,Conservative,Michael G. Grimm,65,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,0,62019,2,511,511,158
2012G,20,5,11,62,020,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    20th,591,17,0,0,38,621,0,25,Democratic,Mark S. Murphy,151,Republican,Michael G. Grimm,412,Conservative,Michael G. Grimm,41,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,5,62020,2,453,453,163
2012G,20,5,11,62,021,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    21st,543,23,1,0,28,575,0,20,Democratic,Mark S. Murphy,103,Republican,Michael G. Grimm,403,Conservative,Michael G. Grimm,53,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,5,62021,2,456,456,114
2012G,20,5,11,62,022,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    22nd,608,25,1,0,25,631,0,28,Democratic,Mark S. Murphy,149,Republican,Michael G. Grimm,425,Conservative,Michael G. Grimm,45,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,0,62022,2,470,470,161
2012G,20,5,11,62,023,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    23rd,589,33,2,0,31,630,2,25,Democratic,Mark S. Murphy,125,Republican,Michael G. Grimm,417,Conservative,Michael G. Grimm,70,Working Families,Mark S. Murphy,15,Green,Henry J. Bardel,1,62023,2,487,487,140
2012G,20,5,11,62,024,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    24th,549,20,1,0,43,578,2,35,Democratic,Mark S. Murphy,184,Republican,Michael G. Grimm,340,Conservative,Michael G. Grimm,39,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,2,62024,2,379,379,195
2012G,20,5,11,62,025,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    25th,606,22,0,0,37,633,0,32,Democratic,Mark S. Murphy,162,Republican,Michael G. Grimm,424,Conservative,Michael G. Grimm,43,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,2,62025,2,467,467,164
2012G,20,5,11,62,026,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    26th,622,13,2,0,37,631,1,43,Democratic,Mark S. Murphy,256,Republican,Michael G. Grimm,318,Conservative,Michael G. Grimm,42,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,7,62026,2,360,360,263
2012G,20,5,11,62,027,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    27th,596,22,2,0,31,626,0,25,Democratic,Mark S. Murphy,171,Republican,Michael G. Grimm,399,Conservative,Michael G. Grimm,43,Working Families,Mark S. Murphy,6,Green,Henry J. Bardel,7,62027,2,442,442,177
2012G,20,5,11,62,028,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    28th,558,15,4,0,35,587,0,25,Democratic,Mark S. Murphy,157,Republican,Michael G. Grimm,374,Conservative,Michael G. Grimm,46,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,1,62028,2,420,420,166
2012G,20,5,11,62,029,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    29th,467,22,4,0,52,525,0,20,Democratic,Mark S. Murphy,108,Republican,Michael G. Grimm,365,Conservative,Michael G. Grimm,42,Working Families,Mark S. Murphy,6,Green,Henry J. Bardel,4,62029,2,407,407,114
2012G,20,5,11,62,030,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    30th,626,24,0,0,40,660,0,30,Democratic,Mark S. Murphy,112,Republican,Michael G. Grimm,480,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,7,62030,2,527,527,126
2012G,20,5,11,62,031,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    31st,597,28,3,0,32,640,0,20,Democratic,Mark S. Murphy,173,Republican,Michael G. Grimm,397,Conservative,Michael G. Grimm,52,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,5,62031,2,449,449,186
2012G,20,5,11,62,032,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    32nd,580,28,2,0,55,644,0,21,Democratic,Mark S. Murphy,136,Republican,Michael G. Grimm,450,Conservative,Michael G. Grimm,45,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,5,62032,2,495,495,144
2012G,20,5,11,62,033,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    33rd,605,26,1,0,36,635,0,33,Democratic,Mark S. Murphy,121,Republican,Michael G. Grimm,454,Conservative,Michael G. Grimm,46,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,6,62033,2,500,500,129
2012G,20,5,11,62,034,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    34th,638,25,4,0,37,678,0,26,Democratic,Mark S. Murphy,140,Republican,Michael G. Grimm,456,Conservative,Michael G. Grimm,64,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,5,62034,2,520,520,153
2012G,20,5,11,62,035,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    35th,609,29,1,0,52,665,3,26,Democratic,Mark S. Murphy,123,Republican,Michael G. Grimm,459,Conservative,Michael G. Grimm,68,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,3,62035,2,527,527,132
2012G,20,5,11,62,036,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    36th,611,33,2,0,40,656,1,30,Democratic,Mark S. Murphy,143,Republican,Michael G. Grimm,450,Conservative,Michael G. Grimm,51,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,3,62036,2,501,501,151
2012G,20,5,11,62,037,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    37th,642,31,3,0,29,678,0,27,Democratic,Mark S. Murphy,161,Republican,Michael G. Grimm,452,Conservative,Michael G. Grimm,57,Working Families,Mark S. Murphy,4,Green,Henry J. Bardel,4,62037,2,509,509,165
2012G,20,5,11,62,038,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    38th,586,22,4,0,27,607,1,32,Democratic,Mark S. Murphy,167,Republican,Michael G. Grimm,370,Conservative,Michael G. Grimm,52,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,8,62038,2,422,422,176
2012G,20,5,11,62,039,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    39th,630,29,0,0,22,662,0,19,Democratic,Mark S. Murphy,131,Republican,Michael G. Grimm,450,Conservative,Michael G. Grimm,63,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,7,62039,2,513,513,142
2012G,20,5,11,62,040,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    40th,577,20,0,0,35,606,0,26,Democratic,Mark S. Murphy,145,Republican,Michael G. Grimm,397,Conservative,Michael G. Grimm,48,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,4,62040,2,445,445,157
2012G,20,5,11,62,041,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    41st,558,23,0,0,17,576,1,22,Democratic,Mark S. Murphy,147,Republican,Michael G. Grimm,366,Conservative,Michael G. Grimm,50,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,3,62041,2,416,416,156
2012G,20,5,11,62,042,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    42nd,650,23,2,0,33,682,0,26,Democratic,Mark S. Murphy,166,Republican,Michael G. Grimm,432,Conservative,Michael G. Grimm,54,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,10,62042,2,486,486,186
2012G,20,5,11,62,043,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    43rd,617,20,1,0,29,642,1,25,Democratic,Mark S. Murphy,181,Republican,Michael G. Grimm,392,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,5,62043,2,439,439,197
2012G,20,5,11,62,044,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    44th,594,32,4,1,32,640,0,23,Democratic,Mark S. Murphy,164,Republican,Michael G. Grimm,407,Conservative,Michael G. Grimm,53,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,4,62044,2,460,460,176
2012G,20,5,11,62,045,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    45th,564,9,2,0,32,582,0,25,Democratic,Mark S. Murphy,151,Republican,Michael G. Grimm,366,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,9,62045,2,413,413,160
2012G,20,5,11,62,046,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    46th,610,22,2,0,17,632,0,19,Democratic,Mark S. Murphy,146,Republican,Michael G. Grimm,427,Conservative,Michael G. Grimm,46,Working Families,Mark S. Murphy,10,Green,Henry J. Bardel,3,62046,2,473,473,156
2012G,20,5,11,62,047,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    47th,621,19,2,0,26,637,0,31,Democratic,Mark S. Murphy,167,Republican,Michael G. Grimm,416,Conservative,Michael G. Grimm,39,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,1,62047,2,455,455,181
2012G,20,5,11,62,048,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    48th,558,19,1,0,40,593,0,25,Democratic,Mark S. Murphy,178,Republican,Michael G. Grimm,355,Conservative,Michael G. Grimm,41,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,5,62048,2,396,396,192
2012G,20,5,11,62,049,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    49th,593,26,5,0,31,628,0,27,Democratic,Mark S. Murphy,194,Republican,Michael G. Grimm,376,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,4,62049,2,423,423,201
2012G,20,5,11,62,050,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    50th,582,20,1,0,21,608,1,16,Democratic,Mark S. Murphy,154,Republican,Michael G. Grimm,389,Conservative,Michael G. Grimm,55,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,2,62050,2,444,444,161
2012G,20,5,11,62,051,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    51st,565,21,1,0,47,599,0,35,Democratic,Mark S. Murphy,199,Republican,Michael G. Grimm,343,Conservative,Michael G. Grimm,41,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,5,62051,2,384,384,210
2012G,20,5,11,62,052,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    52nd,584,24,0,0,30,613,0,25,Democratic,Mark S. Murphy,158,Republican,Michael G. Grimm,381,Conservative,Michael G. Grimm,61,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,4,62052,2,442,442,167
2012G,20,5,11,62,053,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    53rd,630,27,1,0,26,652,0,32,Democratic,Mark S. Murphy,183,Republican,Michael G. Grimm,394,Conservative,Michael G. Grimm,57,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,4,62053,2,451,451,197
2012G,20,5,11,62,054,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    54th,606,37,1,0,36,643,0,37,Democratic,Mark S. Murphy,219,Republican,Michael G. Grimm,368,Conservative,Michael G. Grimm,41,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,2,62054,2,409,409,232
2012G,20,5,11,62,055,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    55th,592,34,2,0,20,617,0,31,Democratic,Mark S. Murphy,151,Republican,Michael G. Grimm,389,Conservative,Michael G. Grimm,63,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,2,62055,2,452,452,163
2012G,20,5,11,62,056,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    56th,525,17,2,0,65,575,1,34,Democratic,Mark S. Murphy,165,Republican,Michael G. Grimm,361,Conservative,Michael G. Grimm,37,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,6,62056,2,398,398,170
2012G,20,5,11,62,057,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    57th,538,30,0,0,15,559,0,24,Democratic,Mark S. Murphy,128,Republican,Michael G. Grimm,370,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,2,62057,2,417,417,140
2012G,20,5,11,62,058,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    58th,619,21,0,0,20,635,0,25,Democratic,Mark S. Murphy,141,Republican,Michael G. Grimm,414,Conservative,Michael G. Grimm,61,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,5,62058,2,475,475,155
2012G,20,5,11,62,059,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    59th,469,27,1,0,28,499,0,26,Democratic,Mark S. Murphy,144,Republican,Michael G. Grimm,301,Conservative,Michael G. Grimm,43,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,2,62059,2,344,344,153
2012G,20,5,11,62,060,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    60th,317,12,0,0,30,342,2,17,Democratic,Mark S. Murphy,88,Republican,Michael G. Grimm,227,Conservative,Michael G. Grimm,19,Working Families,Mark S. Murphy,3,Green,Henry J. Bardel,3,62060,2,246,246,91
2012G,20,5,11,62,061,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    61st,399,14,0,0,45,437,3,21,Democratic,Mark S. Murphy,138,Republican,Michael G. Grimm,251,Conservative,Michael G. Grimm,31,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,5,62061,2,282,282,147
2012G,20,5,11,62,062,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    62nd,397,16,2,0,25,423,0,17,Democratic,Mark S. Murphy,109,Republican,Michael G. Grimm,272,Conservative,Michael G. Grimm,28,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,3,62062,2,300,300,120
