ElectionID,OfficeCode,BoroughCode,PoliticalDistrict,AD,ED,ElectionName,OfficeTitle,BoroName,EDused,NumofCandidates,VoteforNum,DistFormatted,PubCounter,AbsenteeMil,Federal,Emergency,Affidavit,TotForOffice,Scattered,Unrecorded,PartyName1,CandName1,CandVotes1,PartyName2,CandName2,CandVotes2,PartyName3,CandName3,CandVotes3,PartyName4,CandName4,CandVotes4,PartyName5,CandName5,CandVotes5,ADED,PluralCong12,PluralCongVotes,GrimmTot,MurphyTot
2012G,20,3,11,47,006,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,     6th,362,12,2,0,29,341,0,64,Democratic,Mark S. Murphy,215,Republican,Michael G. Grimm,96,Conservative,Michael G. Grimm,11,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,7,47006,1,227,107,227
2012G,20,3,11,47,007,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,     7th,307,6,0,0,39,275,0,77,Democratic,Mark S. Murphy,139,Republican,Michael G. Grimm,103,Conservative,Michael G. Grimm,14,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,7,47007,1,151,117,151
2012G,20,3,11,47,008,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,     8th,311,13,1,0,25,293,0,57,Democratic,Mark S. Murphy,139,Republican,Michael G. Grimm,140,Conservative,Michael G. Grimm,10,Working Families,Mark S. Murphy,3,Green,Henry J. Bardel,1,47008,2,150,150,142
2012G,20,3,11,47,009,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,     9th,468,19,6,0,28,441,0,80,Democratic,Mark S. Murphy,218,Republican,Michael G. Grimm,189,Conservative,Michael G. Grimm,21,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,5,47009,1,226,210,226
2012G,20,3,11,47,010,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    10th,70,4,0,0,15,73,0,16,Democratic,Mark S. Murphy,31,Republican,Michael G. Grimm,38,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,1,Green,Henry J. Bardel,0,47010,2,41,41,32
2012G,20,3,11,47,011,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    11th,335,15,1,0,48,299,0,100,Democratic,Mark S. Murphy,141,Republican,Michael G. Grimm,119,Conservative,Michael G. Grimm,20,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,10,47011,1,150,139,150
2012G,20,3,11,47,012,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    12th,352,9,3,0,25,313,0,76,Democratic,Mark S. Murphy,155,Republican,Michael G. Grimm,126,Conservative,Michael G. Grimm,18,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,6,47012,1,163,144,163
2012G,20,3,11,47,013,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    13th,273,7,0,0,25,274,0,31,Democratic,Mark S. Murphy,153,Republican,Michael G. Grimm,97,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,2,47013,1,160,112,160
2012G,20,3,11,47,014,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    14th,359,11,2,0,22,351,0,43,Democratic,Mark S. Murphy,185,Republican,Michael G. Grimm,140,Conservative,Michael G. Grimm,14,Working Families,Mark S. Murphy,4,Green,Henry J. Bardel,8,47014,1,189,154,189
2012G,20,3,11,47,015,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    15th,438,17,4,0,44,396,0,107,Democratic,Mark S. Murphy,223,Republican,Michael G. Grimm,153,Conservative,Michael G. Grimm,9,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,9,47015,1,225,162,225
2012G,20,3,11,47,016,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    16th,326,14,3,0,38,316,1,65,Democratic,Mark S. Murphy,162,Republican,Michael G. Grimm,131,Conservative,Michael G. Grimm,10,Working Families,Mark S. Murphy,10,Green,Henry J. Bardel,2,47016,1,172,141,172
2012G,20,3,11,47,017,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    17th,263,6,2,0,11,241,0,41,Democratic,Mark S. Murphy,138,Republican,Michael G. Grimm,85,Conservative,Michael G. Grimm,7,Working Families,Mark S. Murphy,6,Green,Henry J. Bardel,5,47017,1,144,92,144
2012G,20,3,11,47,018,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    18th,424,9,8,0,29,361,0,109,Democratic,Mark S. Murphy,155,Republican,Michael G. Grimm,160,Conservative,Michael G. Grimm,31,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,6,47018,2,191,191,164
2012G,20,3,11,47,019,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    19th,216,6,4,0,15,180,1,61,Democratic,Mark S. Murphy,82,Republican,Michael G. Grimm,88,Conservative,Michael G. Grimm,4,Working Families,Mark S. Murphy,1,Green,Henry J. Bardel,4,47019,2,92,92,83
2012G,20,3,11,47,032,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    32nd,90,2,0,0,23,97,0,18,Democratic,Mark S. Murphy,69,Republican,Michael G. Grimm,20,Conservative,Michael G. Grimm,1,Working Families,Mark S. Murphy,3,Green,Henry J. Bardel,4,47032,1,72,21,72
2012G,20,3,11,47,038,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    38th,104,6,0,0,23,117,1,16,Democratic,Mark S. Murphy,57,Republican,Michael G. Grimm,52,Conservative,Michael G. Grimm,1,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,4,47038,1,59,53,59
2012G,20,3,11,47,041,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    41st,354,3,0,0,22,280,0,99,Democratic,Mark S. Murphy,167,Republican,Michael G. Grimm,93,Conservative,Michael G. Grimm,9,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,2,47041,1,176,102,176
2012G,20,3,11,47,048,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    48th,334,8,1,0,14,309,2,48,Democratic,Mark S. Murphy,128,Republican,Michael G. Grimm,156,Conservative,Michael G. Grimm,17,Working Families,Mark S. Murphy,4,Green,Henry J. Bardel,2,47048,2,173,173,132
2012G,20,3,11,47,049,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    49th,483,12,1,0,44,466,0,74,Democratic,Mark S. Murphy,197,Republican,Michael G. Grimm,225,Conservative,Michael G. Grimm,28,Working Families,Mark S. Murphy,9,Green,Henry J. Bardel,7,47049,2,253,253,206
2012G,20,3,11,47,052,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    52nd,46,0,0,0,32,51,0,27,Democratic,Mark S. Murphy,34,Republican,Michael G. Grimm,14,Conservative,Michael G. Grimm,2,Working Families,Mark S. Murphy,1,Green,Henry J. Bardel,0,47052,1,35,16,35
2012G,20,3,11,47,053,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    53rd,302,1,1,0,28,303,0,29,Democratic,Mark S. Murphy,291,Republican,Michael G. Grimm,8,Conservative,Michael G. Grimm,1,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,3,47053,1,291,9,291
2012G,20,3,11,47,054,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    54th,284,4,0,0,40,293,1,35,Democratic,Mark S. Murphy,282,Republican,Michael G. Grimm,6,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,2,47054,1,284,6,284
2012G,20,3,11,47,055,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    55th,279,5,2,0,33,251,0,68,Democratic,Mark S. Murphy,135,Republican,Michael G. Grimm,93,Conservative,Michael G. Grimm,16,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,5,47055,1,137,109,137
2012G,20,3,11,47,056,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    56th,364,4,2,0,40,328,0,82,Democratic,Mark S. Murphy,162,Republican,Michael G. Grimm,131,Conservative,Michael G. Grimm,22,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,5,47056,1,170,153,170
2012G,20,3,11,47,057,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    57th,418,12,4,0,17,397,0,54,Democratic,Mark S. Murphy,196,Republican,Michael G. Grimm,169,Conservative,Michael G. Grimm,16,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,5,47057,1,207,185,207
2012G,20,3,11,47,058,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    58th,326,2,2,0,23,297,0,56,Democratic,Mark S. Murphy,162,Republican,Michael G. Grimm,110,Conservative,Michael G. Grimm,14,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,3,47058,1,170,124,170
2012G,20,3,11,47,059,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    59th,342,9,0,0,27,304,0,74,Democratic,Mark S. Murphy,153,Republican,Michael G. Grimm,141,Conservative,Michael G. Grimm,6,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,2,47059,1,155,147,155
2012G,20,3,11,47,060,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    60th,106,42,0,0,26,130,0,44,Democratic,Mark S. Murphy,85,Republican,Michael G. Grimm,41,Conservative,Michael G. Grimm,2,Working Families,Mark S. Murphy,1,Green,Henry J. Bardel,1,47060,1,86,43,86
2012G,20,3,11,47,061,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    61st,225,22,3,0,30,240,0,40,Democratic,Mark S. Murphy,144,Republican,Michael G. Grimm,82,Conservative,Michael G. Grimm,4,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,5,47061,1,149,86,149
2012G,20,3,11,47,062,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    62nd,333,7,2,0,16,292,0,66,Democratic,Mark S. Murphy,144,Republican,Michael G. Grimm,133,Conservative,Michael G. Grimm,7,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,3,47062,1,149,140,149
2012G,20,3,11,47,063,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    63rd,408,16,0,0,29,362,0,91,Democratic,Mark S. Murphy,206,Republican,Michael G. Grimm,120,Conservative,Michael G. Grimm,13,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,7,47063,1,222,133,222
2012G,20,3,11,47,064,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    64th,350,8,3,0,19,307,0,73,Democratic,Mark S. Murphy,153,Republican,Michael G. Grimm,130,Conservative,Michael G. Grimm,13,Working Families,Mark S. Murphy,6,Green,Henry J. Bardel,5,47064,1,159,143,159
2012G,20,3,11,47,065,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    65th,218,3,2,0,15,189,1,49,Democratic,Mark S. Murphy,88,Republican,Michael G. Grimm,90,Conservative,Michael G. Grimm,7,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,1,47065,2,97,97,90
2012G,20,3,11,49,036,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    36th,130,0,0,0,11,104,0,37,Democratic,Mark S. Murphy,63,Republican,Michael G. Grimm,34,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,4,Green,Henry J. Bardel,0,49036,1,67,37,67
2012G,20,3,11,49,044,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    44th,114,5,0,0,10,104,0,25,Democratic,Mark S. Murphy,54,Republican,Michael G. Grimm,42,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,1,Green,Henry J. Bardel,4,49044,1,55,45,55
2012G,20,3,11,49,045,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    45th,123,4,0,0,10,117,0,20,Democratic,Mark S. Murphy,56,Republican,Michael G. Grimm,49,Conservative,Michael G. Grimm,8,Working Families,Mark S. Murphy,2,Green,Henry J. Bardel,2,49045,1,58,57,58
2012G,20,3,11,49,046,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    46th,0,0,0,0,0,0,0,0,Democratic,Mark S. Murphy,0,Republican,Michael G. Grimm,0,Conservative,Michael G. Grimm,0,Working Families,Mark S. Murphy,0,Green,Henry J. Bardel,0,49046,0,0,0,0
2012G,20,3,11,49,047,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    47th,350,4,0,0,38,328,0,64,Democratic,Mark S. Murphy,201,Republican,Michael G. Grimm,87,Conservative,Michael G. Grimm,16,Working Families,Mark S. Murphy,17,Green,Henry J. Bardel,7,49047,1,218,103,218
2012G,20,3,11,49,048,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    48th,438,12,4,0,59,451,0,62,Democratic,Mark S. Murphy,209,Republican,Michael G. Grimm,205,Conservative,Michael G. Grimm,22,Working Families,Mark S. Murphy,12,Green,Henry J. Bardel,3,49048,2,227,227,221
2012G,20,3,11,49,049,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    49th,360,15,1,0,40,340,0,76,Democratic,Mark S. Murphy,159,Republican,Michael G. Grimm,147,Conservative,Michael G. Grimm,21,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,8,49049,2,168,168,164
2012G,20,3,11,49,050,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    50th,511,17,3,0,40,458,0,113,Democratic,Mark S. Murphy,272,Republican,Michael G. Grimm,146,Conservative,Michael G. Grimm,22,Working Families,Mark S. Murphy,11,Green,Henry J. Bardel,7,49050,1,283,168,283
2012G,20,3,11,49,051,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    51st,375,9,7,0,29,375,0,45,Democratic,Mark S. Murphy,195,Republican,Michael G. Grimm,147,Conservative,Michael G. Grimm,26,Working Families,Mark S. Murphy,6,Green,Henry J. Bardel,1,49051,1,201,173,201
2012G,20,3,11,49,052,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    52nd,488,9,0,0,46,480,0,63,Democratic,Mark S. Murphy,224,Republican,Michael G. Grimm,218,Conservative,Michael G. Grimm,26,Working Families,Mark S. Murphy,8,Green,Henry J. Bardel,4,49052,2,244,244,232
2012G,20,3,11,49,053,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    53rd,514,28,0,0,31,506,0,67,Democratic,Mark S. Murphy,217,Republican,Michael G. Grimm,240,Conservative,Michael G. Grimm,35,Working Families,Mark S. Murphy,10,Green,Henry J. Bardel,4,49053,2,275,275,227
2012G,20,3,11,49,054,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    54th,615,11,4,0,39,569,0,100,Democratic,Mark S. Murphy,214,Republican,Michael G. Grimm,292,Conservative,Michael G. Grimm,45,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,4,49054,2,337,337,228
2012G,20,3,11,51,059,General Election - 11/06/2,Representative in Congress,Kings,Y,5,1,    59th,549,26,5,0,37,530,0,87,Democratic,Mark S. Murphy,331,Republican,Michael G. Grimm,138,Conservative,Michael G. Grimm,28,Working Families,Mark S. Murphy,23,Green,Henry J. Bardel,10,51059,1,354,166,354
2012G,20,5,11,61,001,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     1st,601,35,6,1,90,684,1,49,Democratic,Mark S. Murphy,537,Republican,Michael G. Grimm,73,Conservative,Michael G. Grimm,22,Working Families,Mark S. Murphy,40,Green,Henry J. Bardel,11,61001,1,577,95,577
2012G,20,5,11,61,002,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     2nd,476,10,1,0,34,480,0,41,Democratic,Mark S. Murphy,438,Republican,Michael G. Grimm,20,Conservative,Michael G. Grimm,3,Working Families,Mark S. Murphy,18,Green,Henry J. Bardel,1,61002,1,456,23,456
2012G,20,5,11,61,003,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     3rd,607,38,9,0,105,703,0,56,Democratic,Mark S. Murphy,553,Republican,Michael G. Grimm,98,Conservative,Michael G. Grimm,12,Working Families,Mark S. Murphy,25,Green,Henry J. Bardel,15,61003,1,578,110,578
2012G,20,5,11,61,004,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     4th,541,29,5,0,74,615,1,34,Democratic,Mark S. Murphy,419,Republican,Michael G. Grimm,131,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,32,Green,Henry J. Bardel,17,61004,1,451,146,451
2012G,20,5,11,61,005,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     5th,387,12,2,0,69,435,0,35,Democratic,Mark S. Murphy,367,Republican,Michael G. Grimm,26,Conservative,Michael G. Grimm,4,Working Families,Mark S. Murphy,35,Green,Henry J. Bardel,3,61005,1,402,30,402
2012G,20,5,11,61,006,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     6th,401,76,12,0,92,531,0,50,Democratic,Mark S. Murphy,363,Republican,Michael G. Grimm,133,Conservative,Michael G. Grimm,9,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,6,61006,1,383,142,383
2012G,20,5,11,61,007,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     7th,582,12,4,0,68,610,0,56,Democratic,Mark S. Murphy,568,Republican,Michael G. Grimm,20,Conservative,Michael G. Grimm,1,Working Families,Mark S. Murphy,18,Green,Henry J. Bardel,3,61007,1,586,21,586
2012G,20,5,11,61,008,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     8th,600,17,2,0,92,668,0,43,Democratic,Mark S. Murphy,579,Republican,Michael G. Grimm,48,Conservative,Michael G. Grimm,10,Working Families,Mark S. Murphy,26,Green,Henry J. Bardel,5,61008,1,605,58,605
2012G,20,5,11,61,009,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,     9th,653,35,3,0,49,692,0,48,Democratic,Mark S. Murphy,511,Republican,Michael G. Grimm,127,Conservative,Michael G. Grimm,21,Working Families,Mark S. Murphy,24,Green,Henry J. Bardel,9,61009,1,535,148,535
2012G,20,5,11,61,010,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    10th,556,22,2,0,56,577,1,59,Democratic,Mark S. Murphy,444,Republican,Michael G. Grimm,91,Conservative,Michael G. Grimm,13,Working Families,Mark S. Murphy,19,Green,Henry J. Bardel,9,61010,1,463,104,463
2012G,20,5,11,61,011,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    11th,304,70,3,0,26,373,0,30,Democratic,Mark S. Murphy,253,Republican,Michael G. Grimm,81,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,4,61011,1,273,96,273
2012G,20,5,11,61,012,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    12th,734,34,1,0,50,779,0,40,Democratic,Mark S. Murphy,437,Republican,Michael G. Grimm,262,Conservative,Michael G. Grimm,47,Working Families,Mark S. Murphy,24,Green,Henry J. Bardel,9,61012,1,461,309,461
2012G,20,5,11,61,013,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    13th,646,30,0,0,69,701,0,44,Democratic,Mark S. Murphy,551,Republican,Michael G. Grimm,102,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,29,Green,Henry J. Bardel,4,61013,1,580,117,580
2012G,20,5,11,61,014,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    14th,622,27,1,0,71,672,1,50,Democratic,Mark S. Murphy,410,Republican,Michael G. Grimm,202,Conservative,Michael G. Grimm,28,Working Families,Mark S. Murphy,24,Green,Henry J. Bardel,7,61014,1,434,230,434
2012G,20,5,11,61,015,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    15th,621,31,9,0,46,668,0,39,Democratic,Mark S. Murphy,440,Republican,Michael G. Grimm,175,Conservative,Michael G. Grimm,29,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,4,61015,1,460,204,460
2012G,20,5,11,61,016,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    16th,571,16,0,0,65,609,0,43,Democratic,Mark S. Murphy,553,Republican,Michael G. Grimm,22,Conservative,Michael G. Grimm,5,Working Families,Mark S. Murphy,24,Green,Henry J. Bardel,5,61016,1,577,27,577
2012G,20,5,11,61,017,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    17th,547,30,7,0,72,596,1,60,Democratic,Mark S. Murphy,496,Republican,Michael G. Grimm,58,Conservative,Michael G. Grimm,10,Working Families,Mark S. Murphy,23,Green,Henry J. Bardel,8,61017,1,519,68,519
2012G,20,5,11,61,018,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    18th,651,19,1,0,53,674,0,51,Democratic,Mark S. Murphy,473,Republican,Michael G. Grimm,155,Conservative,Michael G. Grimm,27,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,5,61018,1,487,182,487
2012G,20,5,11,61,019,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    19th,544,18,1,0,58,584,0,37,Democratic,Mark S. Murphy,378,Republican,Michael G. Grimm,137,Conservative,Michael G. Grimm,29,Working Families,Mark S. Murphy,28,Green,Henry J. Bardel,12,61019,1,406,166,406
2012G,20,5,11,61,020,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    20th,587,16,3,0,41,600,0,47,Democratic,Mark S. Murphy,359,Republican,Michael G. Grimm,172,Conservative,Michael G. Grimm,45,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,4,61020,1,379,217,379
2012G,20,5,11,61,021,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    21st,529,24,1,0,87,581,0,60,Democratic,Mark S. Murphy,490,Republican,Michael G. Grimm,58,Conservative,Michael G. Grimm,12,Working Families,Mark S. Murphy,15,Green,Henry J. Bardel,6,61021,1,505,70,505
2012G,20,5,11,61,022,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    22nd,525,16,3,0,68,562,0,50,Democratic,Mark S. Murphy,429,Republican,Michael G. Grimm,99,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,17,Green,Henry J. Bardel,2,61022,1,446,114,446
2012G,20,5,11,61,023,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    23rd,574,17,2,0,49,603,1,39,Democratic,Mark S. Murphy,404,Republican,Michael G. Grimm,159,Conservative,Michael G. Grimm,19,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,6,61023,1,418,178,418
2012G,20,5,11,61,024,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    24th,609,17,3,0,43,639,0,33,Democratic,Mark S. Murphy,300,Republican,Michael G. Grimm,266,Conservative,Michael G. Grimm,50,Working Families,Mark S. Murphy,18,Green,Henry J. Bardel,5,61024,1,318,316,318
2012G,20,5,11,61,025,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    25th,595,18,1,0,76,642,0,48,Democratic,Mark S. Murphy,440,Republican,Michael G. Grimm,160,Conservative,Michael G. Grimm,23,Working Families,Mark S. Murphy,17,Green,Henry J. Bardel,2,61025,1,457,183,457
2012G,20,5,11,61,026,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    26th,545,21,2,0,71,584,1,55,Democratic,Mark S. Murphy,463,Republican,Michael G. Grimm,79,Conservative,Michael G. Grimm,14,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,7,61026,1,483,93,483
2012G,20,5,11,61,027,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    27th,519,17,2,0,61,554,0,45,Democratic,Mark S. Murphy,406,Republican,Michael G. Grimm,113,Conservative,Michael G. Grimm,15,Working Families,Mark S. Murphy,16,Green,Henry J. Bardel,4,61027,1,422,128,422
2012G,20,5,11,61,028,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    28th,540,21,1,0,33,560,0,35,Democratic,Mark S. Murphy,373,Republican,Michael G. Grimm,142,Conservative,Michael G. Grimm,24,Working Families,Mark S. Murphy,15,Green,Henry J. Bardel,6,61028,1,388,166,388
2012G,20,5,11,61,029,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    29th,599,29,2,0,53,644,0,39,Democratic,Mark S. Murphy,329,Republican,Michael G. Grimm,263,Conservative,Michael G. Grimm,29,Working Families,Mark S. Murphy,19,Green,Henry J. Bardel,4,61029,1,348,292,348
2012G,20,5,11,61,030,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    30th,628,17,2,0,31,625,0,53,Democratic,Mark S. Murphy,448,Republican,Michael G. Grimm,140,Conservative,Michael G. Grimm,11,Working Families,Mark S. Murphy,23,Green,Henry J. Bardel,3,61030,1,471,151,471
2012G,20,5,11,61,031,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    31st,472,19,1,0,41,500,0,33,Democratic,Mark S. Murphy,376,Republican,Michael G. Grimm,89,Conservative,Michael G. Grimm,18,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,3,61031,1,390,107,390
2012G,20,5,11,61,032,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    32nd,353,40,2,0,37,403,1,30,Democratic,Mark S. Murphy,289,Republican,Michael G. Grimm,79,Conservative,Michael G. Grimm,19,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,1,61032,1,303,98,303
2012G,20,5,11,61,033,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    33rd,323,10,1,0,28,331,0,31,Democratic,Mark S. Murphy,265,Republican,Michael G. Grimm,53,Conservative,Michael G. Grimm,4,Working Families,Mark S. Murphy,5,Green,Henry J. Bardel,4,61033,1,270,57,270
2012G,20,5,11,61,034,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    34th,584,47,0,0,16,623,0,24,Democratic,Mark S. Murphy,187,Republican,Michael G. Grimm,364,Conservative,Michael G. Grimm,52,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,7,61034,2,416,416,200
2012G,20,5,11,61,035,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    35th,449,10,1,0,17,455,0,22,Democratic,Mark S. Murphy,129,Republican,Michael G. Grimm,270,Conservative,Michael G. Grimm,48,Working Families,Mark S. Murphy,7,Green,Henry J. Bardel,1,61035,2,318,318,136
2012G,20,5,11,61,036,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    36th,322,24,0,0,11,338,0,19,Democratic,Mark S. Murphy,121,Republican,Michael G. Grimm,187,Conservative,Michael G. Grimm,23,Working Families,Mark S. Murphy,4,Green,Henry J. Bardel,3,61036,2,210,210,125
2012G,20,5,11,61,037,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    37th,594,28,5,0,25,617,0,35,Democratic,Mark S. Murphy,356,Republican,Michael G. Grimm,181,Conservative,Michael G. Grimm,33,Working Families,Mark S. Murphy,28,Green,Henry J. Bardel,19,61037,1,384,214,384
2012G,20,5,11,61,038,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    38th,592,54,5,0,43,672,1,22,Democratic,Mark S. Murphy,335,Republican,Michael G. Grimm,270,Conservative,Michael G. Grimm,39,Working Families,Mark S. Murphy,14,Green,Henry J. Bardel,13,61038,1,349,309,349
2012G,20,5,11,61,039,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    39th,651,35,3,0,44,703,0,30,Democratic,Mark S. Murphy,318,Republican,Michael G. Grimm,296,Conservative,Michael G. Grimm,53,Working Families,Mark S. Murphy,29,Green,Henry J. Bardel,7,61039,2,349,349,347
2012G,20,5,11,61,040,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    40th,688,35,4,0,52,746,0,33,Democratic,Mark S. Murphy,342,Republican,Michael G. Grimm,310,Conservative,Michael G. Grimm,65,Working Families,Mark S. Murphy,20,Green,Henry J. Bardel,9,61040,2,375,375,362
2012G,20,5,11,61,041,General Election - 11/06/2,Representative in Congress,Richmond,Y,5,1,    41st,625,45,6,0,35,679,0,32,Democratic,Mark S. Murphy,249,Republican,Michael G. Grimm,352,Conservative,Michael G. Grimm,56,Working Families,Mark S. Murphy,13,Green,Henry J. Bardel,9,61041,2,408,408,262
