ED_41080,108.0
ED_45007,60.0
ED_45008,571.0
ED_45009,736.0
ED_45010,332.0
ED_45011,662.0
ED_45013,718.0
ED_45014,835.0
ED_45015,196.0
ED_45016,842.0
ED_45017,480.0
ED_45019,588.0
ED_45020,470.0
ED_45021,594.0
ED_45022,636.0
ED_45023,729.0
ED_45026,564.0
ED_45027,632.0
ED_45028,444.0
ED_45029,402.0
ED_45030,766.0
ED_45031,656.0
ED_45032,517.0
ED_45033,573.0
ED_45034,807.0
ED_45035,451.0
ED_45036,412.0
ED_45037,560.0
ED_45038,412.0
ED_45040,674.0
ED_45041,226.0
ED_45042,580.0
ED_45043,716.0
ED_45044,276.0
ED_45045,697.0
ED_45046,1048.0
ED_45047,77.0
ED_45048,926.0
ED_45055,40.0
ED_45057,670.0
ED_45071,443.0
ED_46031,704.0
ED_46034,393.0
ED_46035,355.0
ED_46036,872.0
ED_46037,5.0
ED_46038,931.0
ED_46039,843.0
ED_46040,236.0
ED_46041,831.0
ED_46042,437.0
ED_46047,829.0
ED_46048,778.0
ED_46049,743.0
ED_46050,895.0
ED_46051,848.0
ED_46052,940.0
ED_46053,775.0
ED_46054,703.0
ED_46055,792.0
ED_46056,718.0
ED_46057,793.0
ED_46058,704.0
ED_46059,798.0
ED_46060,996.0
ED_46061,795.0
ED_46062,993.0
ED_46063,577.0
ED_46064,893.0
ED_46065,837.0
ED_46066,535.0
ED_46067,920.0
ED_46068,816.0
ED_46069,726.0
ED_46070,739.0
ED_46071,784.0
ED_46072,916.0
ED_46074,68.0
ED_46076,1.0
ED_46078,518.0
ED_46079,703.0
ED_47001,837.0
ED_47002,859.0
ED_47005,639.0
ED_47006,677.0
ED_47007,607.0
ED_47008,572.0
ED_47009,837.0
ED_47011,569.0
ED_47012,668.0
ED_47013,689.0
ED_47014,658.0
ED_47015,739.0
ED_47016,578.0
ED_47017,476.0
ED_47018,792.0
ED_47019,160.0
ED_47032,163.0
ED_47038,159.0
ED_47041,625.0
ED_47048,592.0
ED_47049,624.0
ED_47053,543.0
ED_47054,543.0
ED_47055,694.0
ED_47056,437.0
ED_47057,584.0
ED_47058,395.0
ED_47059,601.0
ED_47060,270.0
ED_47061,566.0
ED_47062,719.0
ED_47063,726.0
ED_47064,643.0
ED_47065,635.0
ED_47066,289.0
ED_47067,366.0
ED_47068,160.0
ED_49036,229.0
ED_49044,240.0
ED_49045,233.0
ED_49047,584.0
ED_49048,817.0
ED_49049,725.0
ED_49050,822.0
ED_49051,641.0
ED_49052,897.0
ED_49053,806.0
ED_49054,493.0
ED_49063,456.0
ED_51059,820.0
ED_64075,965.0
ED_64076,928.0
ED_64077,936.0
ED_64078,906.0
ED_64079,747.0
ED_64080,742.0
ED_64081,344.0
ED_64083,584.0
ED_64084,738.0
ED_64085,669.0
ED_64086,1388.0
ED_64087,634.0
ED_64088,786.0
ED_64089,794.0
ED_64090,761.0
ED_64091,411.0
ED_64098,613.0
