ED_41080,146.0
ED_45007,81.0
ED_45008,753.0
ED_45009,981.0
ED_45010,425.0
ED_45011,989.0
ED_45013,1041.0
ED_45014,1144.0
ED_45015,245.0
ED_45016,1156.0
ED_45017,677.0
ED_45019,804.0
ED_45020,613.0
ED_45021,812.0
ED_45022,909.0
ED_45023,1036.0
ED_45026,802.0
ED_45027,904.0
ED_45028,622.0
ED_45029,519.0
ED_45030,1136.0
ED_45031,929.0
ED_45032,700.0
ED_45033,803.0
ED_45034,1142.0
ED_45035,628.0
ED_45036,542.0
ED_45037,765.0
ED_45038,567.0
ED_45040,895.0
ED_45041,313.0
ED_45042,767.0
ED_45043,965.0
ED_45044,443.0
ED_45045,902.0
ED_45046,1397.0
ED_45047,136.0
ED_45048,1237.0
ED_45055,70.0
ED_45057,924.0
ED_45071,602.0
ED_46031,1106.0
ED_46034,600.0
ED_46035,499.0
ED_46036,1085.0
ED_46037,8.0
ED_46038,1236.0
ED_46039,1212.0
ED_46040,341.0
ED_46041,1075.0
ED_46042,598.0
ED_46047,1074.0
ED_46048,1081.0
ED_46049,1033.0
ED_46050,1188.0
ED_46051,1037.0
ED_46052,1129.0
ED_46053,1068.0
ED_46054,957.0
ED_46055,1212.0
ED_46056,1083.0
ED_46057,1029.0
ED_46058,1061.0
ED_46059,1149.0
ED_46060,1241.0
ED_46061,1033.0
ED_46062,1254.0
ED_46063,828.0
ED_46064,1188.0
ED_46065,1140.0
ED_46066,784.0
ED_46067,1165.0
ED_46068,980.0
ED_46069,947.0
ED_46070,927.0
ED_46071,1027.0
ED_46072,1200.0
ED_46074,198.0
ED_46076,1.0
ED_46078,741.0
ED_46079,874.0
ED_47001,1138.0
ED_47002,1228.0
ED_47005,873.0
ED_47006,1031.0
ED_47007,932.0
ED_47008,772.0
ED_47009,1123.0
ED_47011,835.0
ED_47012,978.0
ED_47013,997.0
ED_47014,945.0
ED_47015,1127.0
ED_47016,839.0
ED_47017,708.0
ED_47018,1099.0
ED_47019,225.0
ED_47032,225.0
ED_47038,232.0
ED_47041,868.0
ED_47048,789.0
ED_47049,855.0
ED_47053,754.0
ED_47054,676.0
ED_47055,990.0
ED_47056,606.0
ED_47057,703.0
ED_47058,484.0
ED_47059,767.0
ED_47060,362.0
ED_47061,849.0
ED_47062,988.0
ED_47063,1075.0
ED_47064,943.0
ED_47065,834.0
ED_47066,411.0
ED_47067,493.0
ED_47068,211.0
ED_49036,337.0
ED_49044,382.0
ED_49045,318.0
ED_49047,914.0
ED_49048,1122.0
ED_49049,1027.0
ED_49050,1192.0
ED_49051,855.0
ED_49052,1249.0
ED_49053,1024.0
ED_49054,677.0
ED_49063,583.0
ED_51059,1187.0
ED_64075,1267.0
ED_64076,1230.0
ED_64077,1139.0
ED_64078,1229.0
ED_64079,1077.0
ED_64080,1068.0
ED_64081,527.0
ED_64083,856.0
ED_64084,982.0
ED_64085,865.0
ED_64086,2002.0
ED_64087,858.0
ED_64088,1108.0
ED_64089,938.0
ED_64090,1011.0
ED_64091,504.0
ED_64098,830.0
